tof posE posN posU tgtE tgtN tgtU normAch pitchRate thetaRate alpha theta sideAch yawRate psiRate beta psi rollAngleComm rollRate phiRate phi
3.4830000000 1745.9777052549 -423.6607171325 1129.3134544972 4000.0000000000 -2000.0000000000 1500.0000000000 -15.0897775998 -0.1714509547 -0.1714123756 0.0086417601 0.3558946996 -11.8639731844 0.1346995654 -0.1437663457 0.0013295891 -0.4685839889 0.0000000000 -0.0504802970 -0.0003648113 -0.0002867216
3.4840000000 1746.6976572936 -424.0240016738 1129.6051504391 4000.0000000000 -2000.0000000000 1500.0000000000 -15.0834346959 -0.1713998266 -0.1713612239 0.0086439296 0.3557233128 -11.8546512952 0.1346102546 -0.1436619514 0.0013292460 -0.4687277030 0.0000000000 -0.0504188503 -0.0003628405 -0.0002870854
3.4850000000 1747.4175101613 -424.3873662966 1129.8966692020 4000.0000000000 -2000.0000000000 1500.0000000000 -15.0770917328 -0.1713486808 -0.1713100548 0.0086461000 0.3555519772 -11.8453113199 0.1345207100 -0.1435573275 0.0013289024 -0.4688713127 0.0000000000 -0.0503573362 -0.0003608431 -0.0002874473
3.4860000000 1748.1372638662 -424.7508108939 1130.1880108636 4000.0000000000 -2000.0000000000 1500.0000000000 -15.0707487506 -0.1712975177 -0.1712588688 0.0086482711 0.3553806927 -11.8359535581 0.1344309350 -0.1434524777 0.0013285585 -0.4690148176 0.0000000000 -0.0502957563 -0.0003588196 -0.0002878071
3.4870000000 1748.8569184164 -425.1143353583 1130.4791755014 4000.0000000000 -2000.0000000000 1500.0000000000 -15.0644057890 -0.1712463376 -0.1712076663 0.0086504432 0.3552094594 -11.8265783099 0.1343409329 -0.1433474055 0.0013282141 -0.4691582175 0.0000000000 -0.0502341124 -0.0003567704 -0.0002881649
3.4880000000 1749.5764738207 -425.4779395826 1130.7701631929 4000.0000000000 -2000.0000000000 1500.0000000000 -15.0580628874 -0.1711951412 -0.1711564477 0.0086526160 0.3550382774 -11.8171858759 0.1342507071 -0.1432421146 0.0013278693 -0.4693015123 0.0000000000 -0.0501724062 -0.0003546957 -0.0002885206
3.4890000000 1750.2959300874 -425.8416234591 1131.0609740158 4000.0000000000 -2000.0000000000 1500.0000000000 -15.0517200850 -0.1711439287 -0.1711052136 0.0086547897 0.3548671466 -11.8077765566 0.1341602611 -0.1431366087 0.0013275241 -0.4694447016 0.0000000000 -0.0501106394 -0.0003525960 -0.0002888743
3.4900000000 1751.0152872253 -426.2053868803 1131.3516080475 4000.0000000000 -2000.0000000000 1500.0000000000 -15.0453774206 -0.1710927007 -0.1710539643 0.0086569642 0.3546960670 -11.7983506532 0.1340695981 -0.1430308913 0.0013271785 -0.4695877854 0.0000000000 -0.0500488137 -0.0003504717 -0.0002892258
3.4910000000 1751.7345452433 -426.5692297384 1131.6420653656 4000.0000000000 -2000.0000000000 1500.0000000000 -15.0390349327 -0.1710414576 -0.1710027003 0.0086591395 0.3545250386 -11.7889084668 0.1339787216 -0.1429249661 0.0013268325 -0.4697307633 0.0000000000 -0.0499869309 -0.0003483230 -0.0002895752
3.4920000000 1752.4537041504 -426.9331519254 1131.9323460476 4000.0000000000 -2000.0000000000 1500.0000000000 -15.0326926595 -0.1709901998 -0.1709514221 0.0086613157 0.3543540616 -11.7794502991 0.1338876350 -0.1428188367 0.0013264860 -0.4698736352 0.0000000000 -0.0499249927 -0.0003461504 -0.0002899224
3.4930000000 1753.1727639556 -427.2971533336 1132.2224501711 4000.0000000000 -2000.0000000000 1500.0000000000 -15.0263506389 -0.1709389278 -0.1709001300 0.0086634927 0.3541831358 -11.7699764516 0.1337963417 -0.1427125069 0.0013261391 -0.4700164009 0.0000000000 -0.0498630008 -0.0003439543 -0.0002902675
3.4940000000 1753.8917246683 -427.6612338546 1132.5123778135 4000.0000000000 -2000.0000000000 1500.0000000000 -15.0200089085 -0.1708876419 -0.1708488246 0.0086656705 0.3540122613 -11.7604872264 0.1337048452 -0.1426059801 0.0013257918 -0.4701590601 0.0000000000 -0.0498009569 -0.0003417349 -0.0002906103
3.4950000000 1754.6105862976 -428.0253933805 1132.8021290524 4000.0000000000 -2000.0000000000 1500.0000000000 -15.0136675055 -0.1708363427 -0.1707975061 0.0086678492 0.3538414382 -11.7509829252 0.1336131487 -0.1424992602 0.0013254441 -0.4703016127 0.0000000000 -0.0497388629 -0.0003394927 -0.0002909509
3.4960000000 1755.3293488532 -428.3896318027 1133.0917039652 4000.0000000000 -2000.0000000000 1500.0000000000 -15.0073264668 -0.1707850305 -0.1707461751 0.0086700286 0.3536706663 -11.7414638504 0.1335212558 -0.1423923507 0.0013250960 -0.4704440585 0.0000000000 -0.0496767202 -0.0003372281 -0.0002912893
3.4970000000 1756.0480123447 -428.7539490131 1133.3811026295 4000.0000000000 -2000.0000000000 1500.0000000000 -15.0009858292 -0.1707337057 -0.1706948320 0.0086722089 0.3534999458 -11.7319303041 0.1334291698 -0.1422852554 0.0013247474 -0.4705863974 0.0000000000 -0.0496145308 -0.0003349413 -0.0002916254
3.4980000000 1756.7665767816 -429.1183449030 1133.6703251228 4000.0000000000 -2000.0000000000 1500.0000000000 -14.9946456290 -0.1706823688 -0.1706434771 0.0086743900 0.3533292767 -11.7223825885 0.1333368942 -0.1421779777 0.0013243984 -0.4707286290 0.0000000000 -0.0495522963 -0.0003326328 -0.0002919592
3.4990000000 1757.4850421740 -429.4828193638 1133.9593715224 4000.0000000000 -2000.0000000000 1500.0000000000 -14.9883059021 -0.1706310201 -0.1705921109 0.0086765719 0.3531586589 -11.7128210059 0.1332444324 -0.1420705216 0.0013240490 -0.4708707532 0.0000000000 -0.0494900184 -0.0003303030 -0.0002922906
3.5000000000 1758.2034085318 -429.8473722869 1134.2482419060 4000.0000000000 -2000.0000000000 1500.0000000000 -14.9819666842 -0.1705796601 -0.1705407338 0.0086787547 0.3529880924 -11.7032458587 0.1331517878 -0.1419628904 0.0013236991 -0.4710127699 0.0000000000 -0.0494276988 -0.0003279521 -0.0002926198
3.5010000000 1758.9216758650 -430.2120035636 1134.5369363509 4000.0000000000 -2000.0000000000 1500.0000000000 -14.9756280108 -0.1705282892 -0.1704893463 0.0086809382 0.3528175774 -11.6936574491 0.1330589638 -0.1418550881 0.0013233489 -0.4711546789 0.0000000000 -0.0493653392 -0.0003255806 -0.0002929465
3.5020000000 1759.6398441838 -430.5767130848 1134.8254549346 4000.0000000000 -2000.0000000000 1500.0000000000 -14.9692899169 -0.1704769078 -0.1704379486 0.0086831226 0.3526471138 -11.6840560793 0.1329659639 -0.1417471181 0.0013229981 -0.4712964800 0.0000000000 -0.0493029414 -0.0003231888 -0.0002932709
3.5030000000 1760.3579134987 -430.9415007417 1135.1137977346 4000.0000000000 -2000.0000000000 1500.0000000000 -14.9629524372 -0.1704255163 -0.1703865412 0.0086853077 0.3524767015 -11.6744420513 0.1328727914 -0.1416389842 0.0013226470 -0.4714381731 0.0000000000 -0.0492405069 -0.0003207771 -0.0002935929
3.5040000000 1761.0758838199 -431.3063664252 1135.4019648282 4000.0000000000 -2000.0000000000 1500.0000000000 -14.9566156061 -0.1703741150 -0.1703351246 0.0086874937 0.3523063407 -11.6648156674 0.1327794499 -0.1415306900 0.0013222954 -0.4715797579 0.0000000000 -0.0491780376 -0.0003183459 -0.0002939125
3.5050000000 1761.7937551581 -431.6713100263 1135.6899562929 4000.0000000000 -2000.0000000000 1500.0000000000 -14.9502794579 -0.1703227044 -0.1702836990 0.0086896805 0.3521360313 -11.6551772292 0.1326859428 -0.1414222392 0.0013219433 -0.4717212344 0.0000000000 -0.0491155351 -0.0003158954 -0.0002942296
3.5060000000 1762.5115275238 -432.0363314357 1135.9777722061 4000.0000000000 -2000.0000000000 1500.0000000000 -14.9439440263 -0.1702712848 -0.1702322649 0.0086918681 0.3519657733 -11.6455270386 0.1325922734 -0.1413136354 0.0013215909 -0.4718626023 0.0000000000 -0.0490530011 -0.0003134262 -0.0002945442
3.5070000000 1763.2292009280 -432.4014305442 1136.2654126451 4000.0000000000 -2000.0000000000 1500.0000000000 -14.9376093447 -0.1702198566 -0.1701808226 0.0086940565 0.3517955667 -11.6358653971 0.1324984451 -0.1412048823 0.0013212379 -0.4720038616 0.0000000000 -0.0489904373 -0.0003109384 -0.0002948564
3.5080000000 1763.9467753814 -432.7666072424 1136.5528776875 4000.0000000000 -2000.0000000000 1500.0000000000 -14.9312754464 -0.1701684203 -0.1701293726 0.0086962457 0.3516254116 -11.6261926059 0.1324044615 -0.1410959836 0.0013208846 -0.4721450120 0.0000000000 -0.0489278454 -0.0003084326 -0.0002951661
3.5090000000 1764.6642508950 -433.1318614210 1136.8401674104 4000.0000000000 -2000.0000000000 1500.0000000000 -14.9249423641 -0.1701169761 -0.1700779152 0.0086984358 0.3514553080 -11.6165089662 0.1323103260 -0.1409869428 0.0013205308 -0.4722860535 0.0000000000 -0.0488652270 -0.0003059090 -0.0002954733
3.5100000000 1765.3816274799 -433.4971929704 1137.1272818914 4000.0000000000 -2000.0000000000 1500.0000000000 -14.9186101305 -0.1700655245 -0.1700264508 0.0087006266 0.3512852558 -11.6068147788 0.1322160419 -0.1408777638 0.0013201765 -0.4724269858 0.0000000000 -0.0488025838 -0.0003033680 -0.0002957779
3.5110000000 1766.0989051473 -433.8626017812 1137.4142212078 4000.0000000000 -2000.0000000000 1500.0000000000 -14.9122787777 -0.1700140658 -0.1699749797 0.0087028182 0.3511152551 -11.5971103441 0.1321216126 -0.1407684500 0.0013198218 -0.4725678089 0.0000000000 -0.0487399175 -0.0003008100 -0.0002960800
3.5120000000 1766.8160839086 -434.2280877437 1137.7009854368 4000.0000000000 -2000.0000000000 1500.0000000000 -14.9059483376 -0.1699626004 -0.1699235024 0.0087050106 0.3509453059 -11.5873959624 0.1320270417 -0.1406590051 0.0013194667 -0.4727085226 0.0000000000 -0.0486772297 -0.0002982353 -0.0002963795
3.5130000000 1767.5331637751 -434.5936507483 1137.9875746558 4000.0000000000 -2000.0000000000 1500.0000000000 -14.8996188418 -0.1699111287 -0.1698720192 0.0087072038 0.3507754081 -11.5776719335 0.1319323325 -0.1405494329 0.0013191111 -0.4728491269 0.0000000000 -0.0486145222 -0.0002956442 -0.0002966765
3.5140000000 1768.2501447583 -434.9592906853 1138.2739889422 4000.0000000000 -2000.0000000000 1500.0000000000 -14.8932903216 -0.1698596510 -0.1698205304 0.0087093979 0.3506055618 -11.5679385569 0.1318374884 -0.1404397368 0.0013187551 -0.4729896215 0.0000000000 -0.0485517965 -0.0002930372 -0.0002969708
3.5150000000 1768.9670268698 -435.3250074450 1138.5602283731 4000.0000000000 -2000.0000000000 1500.0000000000 -14.8869628078 -0.1698081676 -0.1697690364 0.0087115927 0.3504357670 -11.5581961318 0.1317425129 -0.1403299206 0.0013183986 -0.4731300063 0.0000000000 -0.0484890543 -0.0002904146 -0.0002972625
3.5160000000 1769.6838101214 -435.6908009175 1138.8462930260 4000.0000000000 -2000.0000000000 1500.0000000000 -14.8806363312 -0.1697566789 -0.1697175376 0.0087137883 0.3502660237 -11.5484449566 0.1316474093 -0.1402199879 0.0013180416 -0.4732702812 0.0000000000 -0.0484262973 -0.0002877768 -0.0002975516
3.5170000000 1770.4004945248 -436.0566709930 1139.1321829780 4000.0000000000 -2000.0000000000 1500.0000000000 -14.8743109220 -0.1697051853 -0.1696660343 0.0087159847 0.3500963320 -11.5386853298 0.1315521810 -0.1401099423 0.0013176843 -0.4734104462 0.0000000000 -0.0483635271 -0.0002851240 -0.0002978381
3.5180000000 1771.1170800919 -436.4226175615 1139.4178983064 4000.0000000000 -2000.0000000000 1500.0000000000 -14.8679866102 -0.1696536872 -0.1696145268 0.0087181819 0.3499266917 -11.5289175490 0.1314568315 -0.1399997874 0.0013173264 -0.4735505011 0.0000000000 -0.0483007454 -0.0002824567 -0.0002981219
3.5190000000 1771.8335668348 -436.7886405132 1139.7034390885 4000.0000000000 -2000.0000000000 1500.0000000000 -14.8616634255 -0.1696021847 -0.1695630155 0.0087203799 0.3497571029 -11.5191419114 0.1313613641 -0.1398895268 0.0013169681 -0.4736904457 0.0000000000 -0.0482379537 -0.0002797751 -0.0002984030
3.5200000000 1772.5499547656 -437.1547397381 1139.9888054014 4000.0000000000 -2000.0000000000 1500.0000000000 -14.8553413972 -0.1695506784 -0.1695115007 0.0087225786 0.3495875657 -11.5093587140 0.1312657823 -0.1397791642 0.0013166094 -0.4738302801 0.0000000000 -0.0481751537 -0.0002770798 -0.0002986814
3.5210000000 1773.2662438963 -437.5209151262 1140.2739973225 4000.0000000000 -2000.0000000000 1500.0000000000 -14.8490205544 -0.1694991685 -0.1694599828 0.0087247782 0.3494180799 -11.4995682527 0.1311700893 -0.1396687031 0.0013162501 -0.4739700040 0.0000000000 -0.0481123471 -0.0002743709 -0.0002989571
3.5220000000 1773.9824342394 -437.8871665674 1140.5590149288 4000.0000000000 -2000.0000000000 1500.0000000000 -14.8427009258 -0.1694476553 -0.1694084621 0.0087269786 0.3492486457 -11.4897708233 0.1310742887 -0.1395581472 0.0013158905 -0.4741096174 0.0000000000 -0.0480495353 -0.0002716488 -0.0002992302
3.5230000000 1774.6985258071 -438.2534939516 1140.8438582975 4000.0000000000 -2000.0000000000 1500.0000000000 -14.8363825398 -0.1693961392 -0.1693569390 0.0087291797 0.3490792630 -11.4799667208 0.1309783838 -0.1394475000 0.0013155304 -0.4742491203 0.0000000000 -0.0479867202 -0.0002689139 -0.0002995004
3.5240000000 1775.4145186120 -438.6198971687 1141.1285275059 4000.0000000000 -2000.0000000000 1500.0000000000 -14.8300654245 -0.1693446205 -0.1693054136 0.0087313816 0.3489099318 -11.4701562397 0.1308823778 -0.1393367651 0.0013151698 -0.4743885124 0.0000000000 -0.0479239031 -0.0002661666 -0.0002997680
3.5250000000 1776.1304126665 -438.9863761087 1141.4130226310 4000.0000000000 -2000.0000000000 1500.0000000000 -14.8237496077 -0.1692930996 -0.1692538864 0.0087335843 0.3487406522 -11.4603396738 0.1307862744 -0.1392259461 0.0013148087 -0.4745277937 0.0000000000 -0.0478610858 -0.0002634071 -0.0003000328
3.5260000000 1776.8462079833 -439.3529306613 1141.6973437500 4000.0000000000 -2000.0000000000 1500.0000000000 -14.8174351168 -0.1692415767 -0.1692023577 0.0087357878 0.3485714240 -11.4505173161 0.1306900766 -0.1391150466 0.0013144472 -0.4746669642 0.0000000000 -0.0477982699 -0.0002606359 -0.0003002948
3.5270000000 1777.5619045752 -439.7195607164 1141.9814909400 4000.0000000000 -2000.0000000000 1500.0000000000 -14.8111219789 -0.1691900521 -0.1691508278 0.0087379921 0.3484022474 -11.4406894592 0.1305937880 -0.1390040701 0.0013140853 -0.4748060238 0.0000000000 -0.0477354568 -0.0002578532 -0.0003005540
3.5280000000 1778.2775024549 -440.0862661638 1142.2654642781 4000.0000000000 -2000.0000000000 1500.0000000000 -14.8048102209 -0.1691385262 -0.1690992970 0.0087401971 0.3482331224 -11.4308563948 0.1304974119 -0.1388930201 0.0013137229 -0.4749449723 0.0000000000 -0.0476726483 -0.0002550594 -0.0003008105
3.5290000000 1778.9930016353 -440.4530468933 1142.5492638414 4000.0000000000 -2000.0000000000 1500.0000000000 -14.7984998694 -0.1690869993 -0.1690477657 0.0087424030 0.3480640489 -11.4210184139 0.1304009516 -0.1387819003 0.0013133600 -0.4750838098 0.0000000000 -0.0476098458 -0.0002522548 -0.0003010641
3.5300000000 1779.7084021293 -440.8199027946 1142.8328897068 4000.0000000000 -2000.0000000000 1500.0000000000 -14.7921909504 -0.1690354716 -0.1689962340 0.0087446096 0.3478950269 -11.4111758069 0.1303044104 -0.1386707141 0.0013129966 -0.4752225361 0.0000000000 -0.0475470510 -0.0002494398 -0.0003013150
3.5310000000 1780.4237039501 -441.1868337576 1143.1163419516 4000.0000000000 -2000.0000000000 1500.0000000000 -14.7858834899 -0.1689839435 -0.1689447023 0.0087468169 0.3477260564 -11.4013288631 0.1302077917 -0.1385594652 0.0013126328 -0.4753611512 0.0000000000 -0.0474842654 -0.0002466148 -0.0003015630
3.5320000000 1781.1389071108 -441.5538396720 1143.3996206526 4000.0000000000 -2000.0000000000 1500.0000000000 -14.7795775135 -0.1689324153 -0.1688931710 0.0087490251 0.3475571374 -11.3914778714 0.1301110988 -0.1384481569 0.0013122686 -0.4754996550 0.0000000000 -0.0474214905 -0.0002437800 -0.0003018082
3.5330000000 1781.8540116245 -441.9209204276 1143.6827258869 4000.0000000000 -2000.0000000000 1500.0000000000 -14.7732730464 -0.1688808873 -0.1688416402 0.0087512340 0.3473882700 -11.3816231197 0.1300143349 -0.1383367928 0.0013119038 -0.4756380475 0.0000000000 -0.0473587279 -0.0002409357 -0.0003020506
3.5340000000 1782.5690175046 -442.2880759140 1143.9656577314 4000.0000000000 -2000.0000000000 1500.0000000000 -14.7669701136 -0.1688293597 -0.1687901103 0.0087534437 0.3472194542 -11.3717648950 0.1299175035 -0.1382253765 0.0013115386 -0.4757763286 0.0000000000 -0.0472959792 -0.0002380824 -0.0003022901
3.5350000000 1783.2839247643 -442.6553060212 1144.2484162633 4000.0000000000 -2000.0000000000 1500.0000000000 -14.7606687397 -0.1687778328 -0.1687385816 0.0087556542 0.3470506898 -11.3619034834 0.1298206077 -0.1381139114 0.0013111730 -0.4759144982 0.0000000000 -0.0472332458 -0.0002352203 -0.0003025267
3.5360000000 1783.9987334173 -443.0226106388 1144.5310015593 4000.0000000000 -2000.0000000000 1500.0000000000 -14.7543689490 -0.1687263070 -0.1686870544 0.0087578654 0.3468819770 -11.3520391704 0.1297236509 -0.1380024009 0.0013108069 -0.4760525564 0.0000000000 -0.0471705294 -0.0002323498 -0.0003027605
3.5370000000 1784.7134434768 -443.3899896566 1144.8134136964 4000.0000000000 -2000.0000000000 1500.0000000000 -14.7480707655 -0.1686747825 -0.1686355289 0.0087600774 0.3467133157 -11.3421722404 0.1296266364 -0.1378908486 0.0013104403 -0.4761905030 0.0000000000 -0.0471078313 -0.0002294712 -0.0003029914
3.5380000000 1785.4280549566 -443.7574429644 1145.0956527516 4000.0000000000 -2000.0000000000 1500.0000000000 -14.7417742130 -0.1686232595 -0.1685840054 0.0087622902 0.3465447059 -11.3323029769 0.1295295673 -0.1377792580 0.0013100732 -0.4763283380 0.0000000000 -0.0470451532 -0.0002265848 -0.0003032195
3.5390000000 1786.1425678702 -444.1249704520 1145.3777188016 4000.0000000000 -2000.0000000000 1500.0000000000 -14.7354793149 -0.1685717384 -0.1685324842 0.0087645037 0.3463761477 -11.3224316624 0.1294324471 -0.1376676324 0.0013097057 -0.4764660615 0.0000000000 -0.0469824965 -0.0002236910 -0.0003034446
3.5400000000 1786.8569822315 -444.4925720091 1145.6596119235 4000.0000000000 -2000.0000000000 1500.0000000000 -14.7291860942 -0.1685202194 -0.1684809655 0.0087667180 0.3462076410 -11.3125585786 0.1293352788 -0.1375559753 0.0013093377 -0.4766036733 0.0000000000 -0.0469198628 -0.0002207900 -0.0003036668
3.5410000000 1787.5712980541 -444.8602475257 1145.9413321940 4000.0000000000 -2000.0000000000 1500.0000000000 -14.7228945737 -0.1684687028 -0.1684294497 0.0087689330 0.3460391858 -11.3026840060 0.1292380658 -0.1374442901 0.0013089693 -0.4767411734 0.0000000000 -0.0468572534 -0.0002178823 -0.0003038862
3.5420000000 1788.2855153520 -445.2279968914 1146.2228796900 4000.0000000000 -2000.0000000000 1500.0000000000 -14.7166047759 -0.1684171888 -0.1683779369 0.0087711489 0.3458707821 -11.2928082244 0.1291408113 -0.1373325803 0.0013086004 -0.4768785619 0.0000000000 -0.0467946700 -0.0002149680 -0.0003041026
3.5430000000 1788.9996341390 -445.5958199962 1146.5042544882 4000.0000000000 -2000.0000000000 1500.0000000000 -14.7103167231 -0.1683656777 -0.1683264274 0.0087733654 0.3457024299 -11.2829315123 0.1290435185 -0.1372208493 0.0013082310 -0.4770158386 0.0000000000 -0.0467321139 -0.0002120477 -0.0003043161
3.5440000000 1789.7136544291 -445.9637167299 1146.7854566656 4000.0000000000 -2000.0000000000 1500.0000000000 -14.7040304369 -0.1683141698 -0.1682749216 0.0087755828 0.3455341292 -11.2730541472 0.1289461906 -0.1371091004 0.0013078611 -0.4771530036 0.0000000000 -0.0466695867 -0.0002091214 -0.0003045267
3.5450000000 1790.4275762364 -446.3316869825 1147.0664862987 4000.0000000000 -2000.0000000000 1500.0000000000 -14.6977459390 -0.1682626653 -0.1682234195 0.0087778009 0.3453658800 -11.2631764058 0.1288488308 -0.1369973370 0.0013074908 -0.4772900568 0.0000000000 -0.0466070898 -0.0002061897 -0.0003047343
3.5460000000 1791.1413995751 -446.6997306439 1147.3473434644 4000.0000000000 -2000.0000000000 1500.0000000000 -14.6914632507 -0.1682111644 -0.1681719216 0.0087800197 0.3451976824 -11.2532985634 0.1287514423 -0.1368855626 0.0013071200 -0.4774269982 0.0000000000 -0.0465446246 -0.0002032527 -0.0003049391
3.5470000000 1791.8551244591 -447.0678476040 1147.6280282395 4000.0000000000 -2000.0000000000 1500.0000000000 -14.6851823929 -0.1681596674 -0.1681204280 0.0087822393 0.3450295362 -11.2434208943 0.1286540282 -0.1367737804 0.0013067488 -0.4775638279 0.0000000000 -0.0464821926 -0.0002003108 -0.0003051408
3.5480000000 1792.5687509029 -447.4360377528 1147.9085407005 4000.0000000000 -2000.0000000000 1500.0000000000 -14.6789033863 -0.1681081746 -0.1680689389 0.0087844597 0.3448614415 -11.2335436718 0.1285565917 -0.1366619937 0.0013063770 -0.4777005458 0.0000000000 -0.0464197952 -0.0001973644 -0.0003053397
3.5490000000 1793.2822789207 -447.8043009803 1148.1888809243 4000.0000000000 -2000.0000000000 1500.0000000000 -14.6726262512 -0.1680566862 -0.1680174547 0.0087866808 0.3446933983 -11.2236671680 0.1284591361 -0.1365502060 0.0013060049 -0.4778371519 0.0000000000 -0.0463574339 -0.0001944137 -0.0003055356
3.5500000000 1793.9957085268 -448.1726371767 1148.4690489873 4000.0000000000 -2000.0000000000 1500.0000000000 -14.6663510077 -0.1680052023 -0.1679659754 0.0087889027 0.3445254066 -11.2137916537 0.1283616643 -0.1364384206 0.0013056322 -0.4779736462 0.0000000000 -0.0462951100 -0.0001914590 -0.0003057285
3.5510000000 1794.7090397356 -448.5410462320 1148.7490449664 4000.0000000000 -2000.0000000000 1500.0000000000 -14.6600776754 -0.1679537234 -0.1679145015 0.0087911253 0.3443574664 -11.2039173987 0.1282641796 -0.1363266407 0.0013052591 -0.4781100287 0.0000000000 -0.0462328250 -0.0001885006 -0.0003059185
3.5520000000 1795.4222725615 -448.9095280363 1149.0288689381 4000.0000000000 -2000.0000000000 1500.0000000000 -14.6538062740 -0.1679022494 -0.1678630330 0.0087933486 0.3441895776 -11.1940446717 0.1281666850 -0.1362148696 0.0013048855 -0.4782462995 0.0000000000 -0.0461705803 -0.0001855389 -0.0003061055
3.5530000000 1796.1354070192 -449.2780824799 1149.3085209790 4000.0000000000 -2000.0000000000 1500.0000000000 -14.6475368225 -0.1678507808 -0.1678115703 0.0087955727 0.3440217403 -11.1841737399 0.1280691837 -0.1361031106 0.0013045114 -0.4783824585 0.0000000000 -0.0461083772 -0.0001825741 -0.0003062896
3.5540000000 1796.8484431232 -449.6467094530 1149.5880011656 4000.0000000000 -2000.0000000000 1500.0000000000 -14.6412693398 -0.1677993178 -0.1677601135 0.0087977976 0.3438539545 -11.1743048696 0.1279716787 -0.1359913669 0.0013041369 -0.4785185057 0.0000000000 -0.0460462172 -0.0001796066 -0.0003064707
3.5550000000 1797.5613808880 -450.0154088458 1149.8673095746 4000.0000000000 -2000.0000000000 1500.0000000000 -14.6350038444 -0.1677478604 -0.1677086628 0.0088000232 0.3436862201 -11.1644383255 0.1278741732 -0.1358796419 0.0013037619 -0.4786544412 0.0000000000 -0.0459841016 -0.0001766366 -0.0003066488
3.5560000000 1798.2742203283 -450.3841805488 1150.1464462824 4000.0000000000 -2000.0000000000 1500.0000000000 -14.6287403547 -0.1676964090 -0.1676572186 0.0088022495 0.3435185371 -11.1545743714 0.1277766701 -0.1357679387 0.0013033865 -0.4787902650 0.0000000000 -0.0459220318 -0.0001736645 -0.0003068239
3.5570000000 1798.9869614589 -450.7530244523 1150.4254113656 4000.0000000000 -2000.0000000000 1500.0000000000 -14.6224788886 -0.1676449638 -0.1676057809 0.0088044766 0.3433509056 -11.1447132697 0.1276791725 -0.1356562606 0.0013030106 -0.4789259771 0.0000000000 -0.0458600092 -0.0001706905 -0.0003069961
3.5580000000 1799.6996042944 -451.1219404467 1150.7042049005 4000.0000000000 -2000.0000000000 1500.0000000000 -14.6162194638 -0.1675935249 -0.1675543500 0.0088067044 0.3431833256 -11.1348552813 0.1275816836 -0.1355446107 0.0013026342 -0.4790615775 0.0000000000 -0.0457980350 -0.0001677150 -0.0003071653
3.5590000000 1800.4121488498 -451.4909284226 1150.9828269638 4000.0000000000 -2000.0000000000 1500.0000000000 -14.6099620977 -0.1675420927 -0.1675029260 0.0088089330 0.3430157969 -11.1250006661 0.1274842062 -0.1354329923 0.0013022573 -0.4791970663 0.0000000000 -0.0457361107 -0.0001647381 -0.0003073315
3.5600000000 1801.1245951398 -451.8599882705 1151.2612776318 4000.0000000000 -2000.0000000000 1500.0000000000 -14.6037068074 -0.1674906672 -0.1674515093 0.0088111623 0.3428483197 -11.1151496825 0.1273867434 -0.1353214085 0.0013018800 -0.4793324435 0.0000000000 -0.0456742375 -0.0001617603 -0.0003074948
3.5610000000 1801.8369431794 -452.2291198810 1151.5395569808 4000.0000000000 -2000.0000000000 1500.0000000000 -14.5974536097 -0.1674392487 -0.1674001000 0.0088133923 0.3426808939 -11.1053025876 0.1272892982 -0.1352098624 0.0013015022 -0.4794677092 0.0000000000 -0.0456124168 -0.0001587818 -0.0003076551
3.5620000000 1802.5491929834 -452.5983231449 1151.8176650874 4000.0000000000 -2000.0000000000 1500.0000000000 -14.5912025212 -0.1673878373 -0.1673486982 0.0088156231 0.3425135195 -11.0954596372 0.1271918736 -0.1350983573 0.0013011240 -0.4796028633 0.0000000000 -0.0455506499 -0.0001558029 -0.0003078123
3.5630000000 1803.2613445669 -452.9675979530 1152.0956020279 4000.0000000000 -2000.0000000000 1500.0000000000 -14.5849535580 -0.1673364334 -0.1672973042 0.0088178546 0.3423461965 -11.0856210856 0.1270944725 -0.1349868961 0.0013007453 -0.4797379059 0.0000000000 -0.0454889381 -0.0001528239 -0.0003079667
3.5640000000 1803.9733979449 -453.3369441959 1152.3733678785 4000.0000000000 -2000.0000000000 1500.0000000000 -14.5787067362 -0.1672850370 -0.1672459182 0.0088200868 0.3421789249 -11.0757871860 0.1269970979 -0.1348754821 0.0013003661 -0.4798728371 0.0000000000 -0.0454272827 -0.0001498450 -0.0003081180
3.5650000000 1804.6853531324 -453.7063617647 1152.6509627157 4000.0000000000 -2000.0000000000 1500.0000000000 -14.5724620715 -0.1672336483 -0.1671945403 0.0088223198 0.3420117047 -11.0659581897 0.1268997527 -0.1347641184 0.0012999865 -0.4800076569 0.0000000000 -0.0453656849 -0.0001468665 -0.0003082664
3.5660000000 1805.3972101445 -454.0758505504 1152.9283866157 4000.0000000000 -2000.0000000000 1500.0000000000 -14.5662195791 -0.1671822676 -0.1671431707 0.0088245535 0.3418445358 -11.0561343471 0.1268024399 -0.1346528079 0.0012996064 -0.4801423654 0.0000000000 -0.0453041461 -0.0001438888 -0.0003084117
3.5670000000 1806.1089689964 -454.4454104439 1153.2056396547 4000.0000000000 -2000.0000000000 1500.0000000000 -14.5599792743 -0.1671308949 -0.1670918096 0.0088267879 0.3416774183 -11.0463159068 0.1267051623 -0.1345415537 0.0012992258 -0.4802769625 0.0000000000 -0.0452426675 -0.0001409121 -0.0003085541
