tof posE posN posU tgtE tgtN tgtU alpha beta lethality
1.7800000000 445.1510485456 238.3639134286 353.9614620243 3000.0000000000 3000.0000000000 3000.0000000000 -0.0000007474 0.0010109553 FLYING
1.7900000000 450.2561899988 241.4657863454 358.1058775306 3000.0000000000 3000.0000000000 3000.0000000000 -0.0000016638 0.0010157406 FLYING
1.8000000000 455.3871600620 244.5920441891 362.2744070056 3000.0000000000 3000.0000000000 3000.0000000000 -0.0000025624 0.0010204993 FLYING
1.8100000000 460.5438615274 247.7427692697 366.4670371185 3000.0000000000 3000.0000000000 3000.0000000000 -0.0000034434 0.0010252311 FLYING
1.8200000000 465.7261964500 250.9180437773 370.6837542397 3000.0000000000 3000.0000000000 3000.0000000000 -0.0000043069 0.0010299358 FLYING
1.8300000000 470.9340661518 254.1179497730 374.9245444382 3000.0000000000 3000.0000000000 3000.0000000000 -0.0000051530 0.0010346131 FLYING
1.8400000000 476.1673712252 257.3425691794 379.1893934789 3000.0000000000 3000.0000000000 3000.0000000000 -0.0000059818 0.0010392629 FLYING
1.8500000000 481.4260115368 260.5919837711 383.4782868207 3000.0000000000 3000.0000000000 3000.0000000000 -0.0000067934 0.0010438848 FLYING
1.8600000000 486.7098862316 263.8662751653 387.7912096134 3000.0000000000 3000.0000000000 3000.0000000000 -0.0000075879 0.0010484787 FLYING
1.8700000000 492.0188937367 267.1655248123 392.1281466960 3000.0000000000 3000.0000000000 3000.0000000000 -0.0000083655 0.0010530443 FLYING
1.8800000000 497.3529317656 270.4898139857 396.4890825940 3000.0000000000 3000.0000000000 3000.0000000000 -0.0000091262 0.0010575813 FLYING
1.8900000000 502.7118973220 273.8392237735 400.8740015172 3000.0000000000 3000.0000000000 3000.0000000000 -0.0000098701 0.0010620912 FLYING
1.9000000000 508.0956821876 277.2138322510 405.2828836639 3000.0000000000 3000.0000000000 3000.0000000000 -0.0000105972 0.0010665718 FLYING
1.9100000000 513.5041755162 280.6137160506 409.7157073211 3000.0000000000 3000.0000000000 3000.0000000000 -0.0000113075 0.0010710218 FLYING
1.9200000000 518.9372657793 284.0389515519 414.1724504450 3000.0000000000 3000.0000000000 3000.0000000000 -0.0000120010 0.0010754411 FLYING
1.9300000000 524.3948407717 287.4896148721 418.6530906589 3000.0000000000 3000.0000000000 3000.0000000000 -0.0000126780 0.0010798294 FLYING
1.9400000000 529.8767876161 290.9657818562 423.1576052518 3000.0000000000 3000.0000000000 3000.0000000000 -0.0000133385 0.0010841865 FLYING
