TOF EAST NORTH UP EAST_V NORTH_V UP_V EAST_A NORTH_A UP_A
7.934 4057.81 5474.8 4381.58 362.936 714.874 666.133 -29.0319 -11.9433 28.6349
7.935 4058.17 5475.52 4382.24 362.907 714.862 666.162 -29.0356 -11.9457 28.6369
7.936 4058.53 5476.23 4382.91 362.878 714.85 666.19 -29.0393 -11.9482 28.6388
7.937 4058.89 5476.94 4383.58 362.849 714.838 666.219 -29.043 -11.9507 28.6407
7.938 4059.26 5477.66 4384.24 362.82 714.826 666.247 -29.0467 -11.9531 28.6427
7.939 4059.62 5478.37 4384.91 362.791 714.814 666.276 -29.0504 -11.9556 28.6446
7.94 4059.98 5479.09 4385.58 362.762 714.802 666.305 -29.054 -11.958 28.6465
7.941 4060.35 5479.8 4386.24 362.733 714.79 666.333 -29.0577 -11.9605 28.6485
7.942 4060.71 5480.52 4386.91 362.704 714.778 666.362 -29.0614 -11.963 28.6504
7.943 4061.07 5481.23 4387.57 362.675 714.766 666.391 -29.0651 -11.9654 28.6524
7.944 4061.43 5481.95 4388.24 362.646 714.754 666.419 -29.0688 -11.9679 28.6543
7.945 4061.8 5482.66 4388.91 362.617 714.742 666.448 -29.0725 -11.9704 28.6563
7.946 4062.16 5483.38 4389.57 362.588 714.73 666.477 -29.0762 -11.9728 28.6582
7.947 4062.52 5484.09 4390.24 362.559 714.718 666.505 -29.0799 -11.9753 28.6601
7.948 4062.88 5484.81 4390.91 362.529 714.706 666.534 -29.0836 -11.9778 28.6621
7.949 4063.25 5485.52 4391.57 362.5 714.694 666.563 -29.0873 -11.9802 28.664
7.95 4063.61 5486.24 4392.24 362.471 714.682 666.591 -29.091 -11.9827 28.666
7.951 4063.97 5486.95 4392.91 362.442 714.67 666.62 -29.0947 -11.9852 28.6679
7.952 4064.33 5487.67 4393.57 362.413 714.658 666.649 -29.0984 -11.9876 28.6698
7.953 4064.7 5488.38 4394.24 362.384 714.646 666.677 -29.1021 -11.9901 28.6718
7.954 4065.06 5489.1 4394.91 362.355 714.634 666.706 -29.1058 -11.9926 28.6737
7.955 4065.42 5489.81 4395.57 362.326 714.622 666.735 -29.1095 -11.9951 28.6757
7.956 4065.78 5490.52 4396.24 362.297 714.61 666.763 -29.1132 -11.9975 28.6776
7.957 4066.15 5491.24 4396.91 362.268 714.598 666.792 -29.1169 -12 28.6796
7.958 4066.51 5491.95 4397.57 362.238 714.586 666.821 -29.1206 -12.0025 28.6815
7.959 4066.87 5492.67 4398.24 362.209 714.574 666.849 -29.1244 -12.005 28.6835
7.96 4067.23 5493.38 4398.91 362.18 714.562 666.878 -29.1281 -12.0074 28.6854
7.961 4067.59 5494.1 4399.57 362.151 714.55 666.907 -29.1318 -12.0099 28.6873
7.962 4067.96 5494.81 4400.24 362.122 714.538 666.935 -29.1355 -12.0124 28.6893
7.963 4068.32 5495.53 4400.91 362.093 714.526 666.964 -29.1392 -12.0149 28.6912
7.964 4068.68 5496.24 4401.58 362.064 714.514 666.993 -29.1429 -12.0173 28.6932
7.965 4069.04 5496.96 4402.24 362.035 714.502 667.022 -29.1466 -12.0198 28.6951
7.966 4069.4 5497.67 4402.91 362.005 714.49 667.05 -29.1503 -12.0223 28.6971
7.967 4069.77 5498.38 4403.58 361.976 714.478 667.079 -29.154 -12.0248 28.699
7.968 4070.13 5499.1 4404.24 361.947 714.466 667.108 -29.1578 -12.0273 28.701
7.969 4070.49 5499.81 4404.91 361.918 714.454 667.136 -29.1615 -12.0297 28.7029
7.97 4070.85 5500.53 4405.58 361.889 714.442 667.165 -29.1652 -12.0322 28.7049
7.971 4071.21 5501.24 4406.24 361.86 714.43 667.194 -29.1689 -12.0347 28.7068
7.972 4071.58 5501.96 4406.91 361.83 714.418 667.222 -29.1726 -12.0372 28.7087
7.973 4071.94 5502.67 4407.58 361.801 714.406 667.251 -29.1764 -12.0397 28.7107
7.974 4072.3 5503.39 4408.25 361.772 714.394 667.28 -29.1801 -12.0421 28.7126
7.975 4072.66 5504.1 4408.91 361.743 714.382 667.309 -29.1838 -12.0446 28.7146
7.976 4073.02 5504.81 4409.58 361.714 714.37 667.337 -29.1875 -12.0471 28.7165
7.977 4073.38 5505.53 4410.25 361.684 714.358 667.366 -29.1912 -12.0496 28.7185
7.978 4073.75 5506.24 4410.92 361.655 714.346 667.395 -29.195 -12.0521 28.7204
7.979 4074.11 5506.96 4411.58 361.626 714.334 667.423 -29.1987 -12.0546 28.7224
7.98 4074.47 5507.67 4412.25 361.597 714.322 667.452 -29.2024 -12.0571 28.7243
7.981 4074.83 5508.39 4412.92 361.568 714.309 667.481 -29.2061 -12.0595 28.7263
7.982 4075.19 5509.1 4413.59 361.538 714.297 667.51 -29.2099 -12.062 28.7282
7.983 4075.55 5509.81 4414.25 361.509 714.285 667.538 -29.2136 -12.0645 28.7302
7.984 4075.92 5510.53 4414.92 361.48 714.273 667.567 -29.2173 -12.067 28.7321
7.985 4076.28 5511.24 4415.59 361.451 714.261 667.596 -29.2211 -12.0695 28.7341
7.986 4076.64 5511.96 4416.26 361.422 714.249 667.625 -29.2248 -12.072 28.736
7.987 4077 5512.67 4416.92 361.392 714.237 667.653 -29.2285 -12.0745 28.738
7.988 4077.36 5513.39 4417.59 361.363 714.225 667.682 -29.2322 -12.077 28.7399
7.989 4077.72 5514.1 4418.26 361.334 714.213 667.711 -29.236 -12.0795 28.7419
7.99 4078.08 5514.81 4418.93 361.305 714.201 667.74 -29.2397 -12.082 28.7438
7.991 4078.45 5515.53 4419.59 361.275 714.189 667.768 -29.2435 -12.0845 28.7458
7.992 4078.81 5516.24 4420.26 361.246 714.177 667.797 -29.2472 -12.087 28.7477
7.993 4079.17 5516.96 4420.93 361.217 714.165 667.826 -29.2509 -12.0895 28.7497
7.994 4079.53 5517.67 4421.6 361.188 714.153 667.855 -29.2547 -12.092 28.7517
7.995 4079.89 5518.39 4422.27 361.158 714.14 667.883 -29.2584 -12.0944 28.7536
7.996 4080.25 5519.1 4422.93 361.129 714.128 667.912 -29.2621 -12.0969 28.7556
7.997 4080.61 5519.81 4423.6 361.1 714.116 667.941 -29.2659 -12.0994 28.7575
7.998 4080.97 5520.53 4424.27 361.071 714.104 667.97 -29.2696 -12.1019 28.7595
7.999 4081.33 5521.24 4424.94 361.041 714.092 667.998 -29.2734 -12.1044 28.7614
8 4081.7 5521.96 4425.61 361.012 714.08 668.027 -29.2771 -12.1069 28.7634
8.001 4082.06 5522.67 4426.27 360.983 714.068 668.056 -29.2808 -12.1094 28.7653
8.002 4082.42 5523.38 4426.94 360.954 714.056 668.085 -29.2846 -12.1119 28.7673
8.003 4082.78 5524.1 4427.61 360.924 714.044 668.113 -29.2883 -12.1144 28.7692
8.004 4083.14 5524.81 4428.28 360.895 714.031 668.142 -29.2921 -12.1169 28.7712
8.005 4083.5 5525.53 4428.95 360.866 714.019 668.171 -29.2958 -12.1194 28.7731
8.006 4083.86 5526.24 4429.61 360.836 714.007 668.2 -29.2996 -12.122 28.7751
8.007 4084.22 5526.95 4430.28 360.807 713.995 668.228 -29.3033 -12.1245 28.7771
8.008 4084.58 5527.67 4430.95 360.778 713.983 668.257 -29.3071 -12.127 28.779
8.009 4084.94 5528.38 4431.62 360.748 713.971 668.286 -29.3108 -12.1295 28.781
8.01 4085.3 5529.1 4432.29 360.719 713.959 668.315 -29.3146 -12.132 28.7829
8.011 4085.67 5529.81 4432.96 360.69 713.947 668.344 -29.3183 -12.1345 28.7849
8.012 4086.03 5530.52 4433.62 360.66 713.934 668.372 -29.3221 -12.137 28.7868
8.013 4086.39 5531.24 4434.29 360.631 713.922 668.401 -29.3258 -12.1395 28.7888
8.014 4086.75 5531.95 4434.96 360.602 713.91 668.43 -29.3296 -12.142 28.7908
8.015 4087.11 5532.67 4435.63 360.573 713.898 668.459 -29.3333 -12.1445 28.7927
8.016 4087.47 5533.38 4436.3 360.543 713.886 668.488 -29.3371 -12.147 28.7947
8.017 4087.83 5534.09 4436.97 360.514 713.874 668.516 -29.3409 -12.1495 28.7966
8.018 4088.19 5534.81 4437.63 360.484 713.862 668.545 -29.3446 -12.152 28.7986
8.019 4088.55 5535.52 4438.3 360.455 713.849 668.574 -29.3484 -12.1546 28.8005
8.02 4088.91 5536.23 4438.97 360.426 713.837 668.603 -29.3521 -12.1571 28.8025
8.021 4089.27 5536.95 4439.64 360.396 713.825 668.632 -29.3559 -12.1596 28.8045
8.022 4089.63 5537.66 4440.31 360.367 713.813 668.66 -29.3597 -12.1621 28.8064
8.023 4089.99 5538.38 4440.98 360.338 713.801 668.689 -29.3634 -12.1646 28.8084
8.024 4090.35 5539.09 4441.65 360.308 713.789 668.718 -29.3672 -12.1671 28.8103
8.025 4090.71 5539.8 4442.32 360.279 713.776 668.747 -29.3709 -12.1696 28.8123
8.026 4091.07 5540.52 4442.98 360.25 713.764 668.776 -29.3747 -12.1722 28.8143
8.027 4091.43 5541.23 4443.65 360.22 713.752 668.804 -29.3785 -12.1747 28.8162
8.028 4091.79 5541.95 4444.32 360.191 713.74 668.833 -29.3822 -12.1772 28.8182
8.029 4092.15 5542.66 4444.99 360.161 713.728 668.862 -29.386 -12.1797 28.8201
8.03 4092.51 5543.37 4445.66 360.132 713.716 668.891 -29.3898 -12.1822 28.8221
8.031 4092.87 5544.09 4446.33 360.103 713.703 668.92 -29.3935 -12.1847 28.8241
8.032 4093.23 5544.8 4447 360.073 713.691 668.948 -29.3973 -12.1873 28.826
8.033 4093.59 5545.51 4447.67 360.044 713.679 668.977 -29.4011 -12.1898 28.828
8.034 4093.95 5546.23 4448.34 360.015 713.667 669.006 -29.4049 -12.1923 28.83
8.035 4094.31 5546.94 4449 359.985 713.655 669.035 -29.4086 -12.1948 28.8319
8.036 4094.67 5547.65 4449.67 359.956 713.642 669.064 -29.4124 -12.1973 28.8339
8.037 4095.03 5548.37 4450.34 359.926 713.63 669.093 -29.4162 -12.1999 28.8358
8.038 4095.39 5549.08 4451.01 359.897 713.618 669.121 -29.4199 -12.2024 28.8378
8.039 4095.75 5549.8 4451.68 359.867 713.606 669.15 -29.4237 -12.2049 28.8398
8.04 4096.11 5550.51 4452.35 359.838 713.594 669.179 -29.4275 -12.2074 28.8417
8.041 4096.47 5551.22 4453.02 359.809 713.581 669.208 -29.4313 -12.21 28.8437
8.042 4096.83 5551.94 4453.69 359.779 713.569 669.237 -29.4351 -12.2125 28.8457
8.043 4097.19 5552.65 4454.36 359.75 713.557 669.266 -29.4388 -12.215 28.8476
8.044 4097.55 5553.36 4455.03 359.72 713.545 669.295 -29.4426 -12.2176 28.8496
8.045 4097.91 5554.08 4455.7 359.691 713.533 669.323 -29.4464 -12.2201 28.8516
8.046 4098.27 5554.79 4456.37 359.661 713.52 669.352 -29.4502 -12.2226 28.8535
8.047 4098.63 5555.5 4457.03 359.632 713.508 669.381 -29.454 -12.2251 28.8555
8.048 4098.99 5556.22 4457.7 359.602 713.496 669.41 -29.4577 -12.2277 28.8575
8.049 4099.35 5556.93 4458.37 359.573 713.484 669.439 -29.4615 -12.2302 28.8594
8.05 4099.71 5557.64 4459.04 359.544 713.471 669.468 -29.4653 -12.2327 28.8614
8.051 4100.07 5558.36 4459.71 359.514 713.459 669.497 -29.4691 -12.2353 28.8634
8.052 4100.43 5559.07 4460.38 359.485 713.447 669.525 -29.4729 -12.2378 28.8653
8.053 4100.79 5559.78 4461.05 359.455 713.435 669.554 -29.4767 -12.2403 28.8673
8.054 4101.15 5560.5 4461.72 359.426 713.422 669.583 -29.4805 -12.2429 28.8693
8.055 4101.51 5561.21 4462.39 359.396 713.41 669.612 -29.4843 -12.2454 28.8712
8.056 4101.87 5561.93 4463.06 359.367 713.398 669.641 -29.488 -12.2479 28.8732
8.057 4102.23 5562.64 4463.73 359.337 713.386 669.67 -29.4918 -12.2505 28.8752
8.058 4102.59 5563.35 4464.4 359.308 713.373 669.699 -29.4956 -12.253 28.8771
8.059 4102.94 5564.07 4465.07 359.278 713.361 669.728 -29.4994 -12.2555 28.8791
8.06 4103.3 5564.78 4465.74 359.249 713.349 669.756 -29.5032 -12.2581 28.8811
8.061 4103.66 5565.49 4466.41 359.219 713.337 669.785 -29.507 -12.2606 28.883
8.062 4104.02 5566.21 4467.08 359.19 713.324 669.814 -29.5108 -12.2632 28.885
8.063 4104.38 5566.92 4467.75 359.16 713.312 669.843 -29.5146 -12.2657 28.887
8.064 4104.74 5567.63 4468.42 359.131 713.3 669.872 -29.5184 -12.2682 28.8889
8.065 4105.1 5568.35 4469.09 359.101 713.288 669.901 -29.5222 -12.2708 28.8909
8.066 4105.46 5569.06 4469.76 359.072 713.275 669.93 -29.526 -12.2733 28.8929
8.067 4105.82 5569.77 4470.43 359.042 713.263 669.959 -29.5298 -12.2759 28.8948
8.068 4106.18 5570.49 4471.1 359.013 713.251 669.987 -29.5336 -12.2784 28.8968
8.069 4106.54 5571.2 4471.77 358.983 713.239 670.016 -29.5374 -12.2809 28.8988
8.07 4106.89 5571.91 4472.44 358.953 713.226 670.045 -29.5412 -12.2835 28.9008
8.071 4107.25 5572.62 4473.11 358.924 713.214 670.074 -29.545 -12.286 28.9027
8.072 4107.61 5573.34 4473.78 358.894 713.202 670.103 -29.5488 -12.2886 28.9047
8.073 4107.97 5574.05 4474.45 358.865 713.189 670.132 -29.5526 -12.2911 28.9067
8.074 4108.33 5574.76 4475.12 358.835 713.177 670.161 -29.5564 -12.2937 28.9086
8.075 4108.69 5575.48 4475.79 358.806 713.165 670.19 -29.5602 -12.2962 28.9106
8.076 4109.05 5576.19 4476.46 358.776 713.153 670.219 -29.564 -12.2988 28.9126
8.077 4109.41 5576.9 4477.13 358.747 713.14 670.248 -29.5678 -12.3013 28.9146
8.078 4109.77 5577.62 4477.8 358.717 713.128 670.277 -29.5716 -12.3039 28.9165
8.079 4110.12 5578.33 4478.47 358.687 713.116 670.305 -29.5755 -12.3064 28.9185
8.08 4110.48 5579.04 4479.14 358.658 713.103 670.334 -29.5793 -12.309 28.9205
8.081 4110.84 5579.76 4479.81 358.628 713.091 670.363 -29.5831 -12.3115 28.9225
8.082 4111.2 5580.47 4480.48 358.599 713.079 670.392 -29.5869 -12.3141 28.9244
8.083 4111.56 5581.18 4481.15 358.569 713.066 670.421 -29.5907 -12.3166 28.9264
8.084 4111.92 5581.9 4481.82 358.54 713.054 670.45 -29.5945 -12.3192 28.9284
8.085 4112.28 5582.61 4482.49 358.51 713.042 670.479 -29.5983 -12.3217 28.9304
8.086 4112.63 5583.32 4483.16 358.48 713.029 670.508 -29.6022 -12.3243 28.9323
8.087 4112.99 5584.03 4483.83 358.451 713.017 670.537 -29.606 -12.3268 28.9343
8.088 4113.35 5584.75 4484.5 358.421 713.005 670.566 -29.6098 -12.3294 28.9363
8.089 4113.71 5585.46 4485.17 358.392 712.992 670.595 -29.6136 -12.3319 28.9383
8.09 4114.07 5586.17 4485.84 358.362 712.98 670.624 -29.6174 -12.3345 28.9402
8.091 4114.43 5586.89 4486.52 358.332 712.968 670.653 -29.6212 -12.3371 28.9422
8.092 4114.78 5587.6 4487.19 358.303 712.955 670.682 -29.6251 -12.3396 28.9442
8.093 4115.14 5588.31 4487.86 358.273 712.943 670.711 -29.6289 -12.3422 28.9462
8.094 4115.5 5589.03 4488.53 358.243 712.931 670.739 -29.6327 -12.3447 28.9481
8.095 4115.86 5589.74 4489.2 358.214 712.918 670.768 -29.6365 -12.3473 28.9501
8.096 4116.22 5590.45 4489.87 358.184 712.906 670.797 -29.6404 -12.3499 28.9521
8.097 4116.58 5591.16 4490.54 358.154 712.894 670.826 -29.6442 -12.3524 28.9541
8.098 4116.93 5591.88 4491.21 358.125 712.881 670.855 -29.648 -12.355 28.9561
8.099 4117.29 5592.59 4491.88 358.095 712.869 670.884 -29.6518 -12.3575 28.958
8.1 4117.65 5593.3 4492.55 358.066 712.857 670.913 -29.6557 -12.3601 28.96
8.101 4118.01 5594.02 4493.22 358.036 712.844 670.942 -29.6595 -12.3627 28.962
8.102 4118.37 5594.73 4493.89 358.006 712.832 670.971 -29.6633 -12.3652 28.964
8.103 4118.72 5595.44 4494.57 357.977 712.82 671 -29.6672 -12.3678 28.9659
8.104 4119.08 5596.15 4495.24 357.947 712.807 671.029 -29.671 -12.3704 28.9679
8.105 4119.44 5596.87 4495.91 357.917 712.795 671.058 -29.6748 -12.3729 28.9699
8.106 4119.8 5597.58 4496.58 357.888 712.782 671.087 -29.6787 -12.3755 28.9719
8.107 4120.16 5598.29 4497.25 357.858 712.77 671.116 -29.6825 -12.3781 28.9739
8.108 4120.51 5599.01 4497.92 357.828 712.758 671.145 -29.6863 -12.3806 28.9758
8.109 4120.87 5599.72 4498.59 357.798 712.745 671.174 -29.6902 -12.3832 28.9778
8.11 4121.23 5600.43 4499.26 357.769 712.733 671.203 -29.694 -12.3858 28.9798
8.111 4121.59 5601.14 4499.93 357.739 712.72 671.232 -29.6978 -12.3883 28.9818
8.112 4121.94 5601.86 4500.61 357.709 712.708 671.261 -29.7017 -12.3909 28.9838
8.113 4122.3 5602.57 4501.28 357.68 712.696 671.29 -29.7055 -12.3935 28.9858
8.114 4122.66 5603.28 4501.95 357.65 712.683 671.319 -29.7094 -12.3961 28.9877
8.115 4123.02 5603.99 4502.62 357.62 712.671 671.348 -29.7132 -12.3986 28.9897
8.116 4123.38 5604.71 4503.29 357.591 712.659 671.377 -29.717 -12.4012 28.9917
8.117 4123.73 5605.42 4503.96 357.561 712.646 671.406 -29.7209 -12.4038 28.9937
8.118 4124.09 5606.13 4504.63 357.531 712.634 671.435 -29.7247 -12.4063 28.9957
8.119 4124.45 5606.84 4505.3 357.501 712.621 671.464 -29.7286 -12.4089 28.9976
8.12 4124.81 5607.56 4505.98 357.472 712.609 671.493 -29.7324 -12.4115 28.9996
8.121 4125.16 5608.27 4506.65 357.442 712.596 671.522 -29.7363 -12.4141 29.0016
8.122 4125.52 5608.98 4507.32 357.412 712.584 671.551 -29.7401 -12.4167 29.0036
8.123 4125.88 5609.7 4507.99 357.382 712.572 671.58 -29.744 -12.4192 29.0056
8.124 4126.23 5610.41 4508.66 357.353 712.559 671.609 -29.7478 -12.4218 29.0076
8.125 4126.59 5611.12 4509.33 357.323 712.547 671.638 -29.7517 -12.4244 29.0096
8.126 4126.95 5611.83 4510.01 357.293 712.534 671.667 -29.7555 -12.427 29.0115
8.127 4127.31 5612.55 4510.68 357.263 712.522 671.696 -29.7594 -12.4296 29.0135
8.128 4127.66 5613.26 4511.35 357.234 712.51 671.725 -29.7632 -12.4321 29.0155
8.129 4128.02 5613.97 4512.02 357.204 712.497 671.754 -29.7671 -12.4347 29.0175
8.13 4128.38 5614.68 4512.69 357.174 712.485 671.783 -29.7709 -12.4373 29.0195
8.131 4128.74 5615.4 4513.36 357.144 712.472 671.812 -29.7748 -12.4399 29.0215
8.132 4129.09 5616.11 4514.04 357.115 712.46 671.841 -29.7786 -12.4425 29.0235
8.133 4129.45 5616.82 4514.71 357.085 712.447 671.87 -29.7825 -12.445 29.0254
8.134 4129.81 5617.53 4515.38 357.055 712.435 671.899 -29.7864 -12.4476 29.0274
8.135 4130.16 5618.25 4516.05 357.025 712.422 671.928 -29.7902 -12.4502 29.0294
8.136 4130.52 5618.96 4516.72 356.995 712.41 671.957 -29.7941 -12.4528 29.0314
8.137 4130.88 5619.67 4517.4 356.966 712.398 671.986 -29.7979 -12.4554 29.0334
8.138 4131.23 5620.38 4518.07 356.936 712.385 672.015 -29.8018 -12.458 29.0354
8.139 4131.59 5621.09 4518.74 356.906 712.373 672.044 -29.8057 -12.4606 29.0374
8.14 4131.95 5621.81 4519.41 356.876 712.36 672.073 -29.8095 -12.4632 29.0394
8.141 4132.31 5622.52 4520.08 356.846 712.348 672.102 -29.8134 -12.4658 29.0413
8.142 4132.66 5623.23 4520.76 356.817 712.335 672.131 -29.8173 -12.4683 29.0433
8.143 4133.02 5623.94 4521.43 356.787 712.323 672.16 -29.8211 -12.4709 29.0453
8.144 4133.38 5624.66 4522.1 356.757 712.31 672.189 -29.825 -12.4735 29.0473
8.145 4133.73 5625.37 4522.77 356.727 712.298 672.218 -29.8289 -12.4761 29.0493
8.146 4134.09 5626.08 4523.44 356.697 712.285 672.247 -29.8327 -12.4787 29.0513
8.147 4134.45 5626.79 4524.12 356.667 712.273 672.277 -29.8366 -12.4813 29.0533
8.148 4134.8 5627.51 4524.79 356.638 712.26 672.306 -29.8405 -12.4839 29.0553
8.149 4135.16 5628.22 4525.46 356.608 712.248 672.335 -29.8443 -12.4865 29.0573
8.15 4135.52 5628.93 4526.13 356.578 712.235 672.364 -29.8482 -12.4891 29.0593
8.151 4135.87 5629.64 4526.81 356.548 712.223 672.393 -29.8521 -12.4917 29.0612
8.152 4136.23 5630.35 4527.48 356.518 712.21 672.422 -29.856 -12.4943 29.0632
8.153 4136.59 5631.07 4528.15 356.488 712.198 672.451 -29.8598 -12.4969 29.0652
8.154 4136.94 5631.78 4528.82 356.459 712.185 672.48 -29.8637 -12.4995 29.0672
8.155 4137.3 5632.49 4529.5 356.429 712.173 672.509 -29.8676 -12.5021 29.0692
8.156 4137.65 5633.2 4530.17 356.399 712.16 672.538 -29.8715 -12.5047 29.0712
8.157 4138.01 5633.92 4530.84 356.369 712.148 672.567 -29.8753 -12.5073 29.0732
8.158 4138.37 5634.63 4531.51 356.339 712.135 672.596 -29.8792 -12.5099 29.0752
8.159 4138.72 5635.34 4532.19 356.309 712.123 672.625 -29.8831 -12.5125 29.0772
8.16 4139.08 5636.05 4532.86 356.279 712.11 672.654 -29.887 -12.5151 29.0792
8.161 4139.44 5636.76 4533.53 356.249 712.098 672.683 -29.8909 -12.5177 29.0812
8.162 4139.79 5637.48 4534.2 356.219 712.085 672.713 -29.8948 -12.5203 29.0832
8.163 4140.15 5638.19 4534.88 356.19 712.073 672.742 -29.8986 -12.5229 29.0852
8.164 4140.51 5638.9 4535.55 356.16 712.06 672.771 -29.9025 -12.5255 29.0872
8.165 4140.86 5639.61 4536.22 356.13 712.048 672.8 -29.9064 -12.5281 29.0891
8.166 4141.22 5640.32 4536.9 356.1 712.035 672.829 -29.9103 -12.5307 29.0911
8.167 4141.57 5641.04 4537.57 356.07 712.023 672.858 -29.9142 -12.5333 29.0931
8.168 4141.93 5641.75 4538.24 356.04 712.01 672.887 -29.9181 -12.5359 29.0951
8.169 4142.29 5642.46 4538.91 356.01 711.998 672.916 -29.922 -12.5385 29.0971
8.17 4142.64 5643.17 4539.59 355.98 711.985 672.945 -29.9259 -12.5411 29.0991
8.171 4143 5643.88 4540.26 355.95 711.973 672.974 -29.9297 -12.5438 29.1011
8.172 4143.35 5644.6 4540.93 355.92 711.96 673.003 -29.9336 -12.5464 29.1031
8.173 4143.71 5645.31 4541.61 355.89 711.947 673.033 -29.9375 -12.549 29.1051
8.174 4144.07 5646.02 4542.28 355.86 711.935 673.062 -29.9414 -12.5516 29.1071
8.175 4144.42 5646.73 4542.95 355.831 711.922 673.091 -29.9453 -12.5542 29.1091
8.176 4144.78 5647.44 4543.63 355.801 711.91 673.12 -29.9492 -12.5568 29.1111
8.177 4145.13 5648.16 4544.3 355.771 711.897 673.149 -29.9531 -12.5594 29.1131
8.178 4145.49 5648.87 4544.97 355.741 711.885 673.178 -29.957 -12.562 29.1151
8.179 4145.84 5649.58 4545.64 355.711 711.872 673.207 -29.9609 -12.5647 29.1171
8.18 4146.2 5650.29 4546.32 355.681 711.86 673.236 -29.9648 -12.5673 29.1191
8.181 4146.56 5651 4546.99 355.651 711.847 673.265 -29.9687 -12.5699 29.1211
8.182 4146.91 5651.72 4547.66 355.621 711.834 673.295 -29.9726 -12.5725 29.1231
8.183 4147.27 5652.43 4548.34 355.591 711.822 673.324 -29.9765 -12.5751 29.1251
8.184 4147.62 5653.14 4549.01 355.561 711.809 673.353 -29.9804 -12.5777 29.1271
8.185 4147.98 5653.85 4549.68 355.531 711.797 673.382 -29.9843 -12.5804 29.1291
8.186 4148.33 5654.56 4550.36 355.501 711.784 673.411 -29.9882 -12.583 29.1311
8.187 4148.69 5655.27 4551.03 355.471 711.772 673.44 -29.9921 -12.5856 29.1331
8.188 4149.04 5655.99 4551.71 355.441 711.759 673.469 -29.996 -12.5882 29.1351
8.189 4149.4 5656.7 4552.38 355.411 711.746 673.499 -29.9999 -12.5908 29.1371
8.19 4149.76 5657.41 4553.05 355.381 711.734 673.528 -30.0039 -12.5935 29.1391
8.191 4150.11 5658.12 4553.73 355.351 711.721 673.557 -30.0078 -12.5961 29.1411
8.192 4150.47 5658.83 4554.4 355.321 711.709 673.586 -30.0117 -12.5987 29.1431
8.193 4150.82 5659.54 4555.07 355.291 711.696 673.615 -30.0156 -12.6013 29.1451
8.194 4151.18 5660.26 4555.75 355.261 711.683 673.644 -30.0195 -12.604 29.1471
8.195 4151.53 5660.97 4556.42 355.231 711.671 673.673 -30.0234 -12.6066 29.1491
8.196 4151.89 5661.68 4557.09 355.201 711.658 673.703 -30.0273 -12.6092 29.1511
8.197 4152.24 5662.39 4557.77 355.171 711.646 673.732 -30.0312 -12.6118 29.1531
8.198 4152.6 5663.1 4558.44 355.141 711.633 673.761 -30.0351 -12.6145 29.1551
8.199 4152.95 5663.81 4559.11 355.111 711.62 673.79 -30.0391 -12.6171 29.1571
8.2 4153.31 5664.53 4559.79 355.081 711.608 673.819 -30.043 -12.6197 29.1591
8.201 4153.66 5665.24 4560.46 355.051 711.595 673.848 -30.0469 -12.6224 29.1611
8.202 4154.02 5665.95 4561.14 355.021 711.582 673.877 -30.0508 -12.625 29.1631
8.203 4154.37 5666.66 4561.81 354.991 711.57 673.907 -30.0547 -12.6276 29.1651
8.204 4154.73 5667.37 4562.48 354.96 711.557 673.936 -30.0587 -12.6302 29.1671
8.205 4155.08 5668.08 4563.16 354.93 711.545 673.965 -30.0626 -12.6329 29.1691
8.206 4155.44 5668.8 4563.83 354.9 711.532 673.994 -30.0665 -12.6355 29.1712
8.207 4155.79 5669.51 4564.51 354.87 711.519 674.023 -30.0704 -12.6381 29.1732
8.208 4156.15 5670.22 4565.18 354.84 711.507 674.052 -30.0744 -12.6408 29.1752
8.209 4156.5 5670.93 4565.85 354.81 711.494 674.082 -30.0783 -12.6434 29.1772
8.21 4156.86 5671.64 4566.53 354.78 711.481 674.111 -30.0822 -12.6461 29.1792
8.211 4157.21 5672.35 4567.2 354.75 711.469 674.14 -30.0861 -12.6487 29.1812
8.212 4157.57 5673.06 4567.88 354.72 711.456 674.169 -30.0901 -12.6513 29.1832
8.213 4157.92 5673.78 4568.55 354.69 711.443 674.198 -30.094 -12.654 29.1852
8.214 4158.28 5674.49 4569.23 354.66 711.431 674.228 -30.0979 -12.6566 29.1872
8.215 4158.63 5675.2 4569.9 354.63 711.418 674.257 -30.1019 -12.6592 29.1892
8.216 4158.99 5675.91 4570.57 354.599 711.405 674.286 -30.1058 -12.6619 29.1912
8.217 4159.34 5676.62 4571.25 354.569 711.393 674.315 -30.1097 -12.6645 29.1932
8.218 4159.69 5677.33 4571.92 354.539 711.38 674.344 -30.1136 -12.6672 29.1952
8.219 4160.05 5678.04 4572.6 354.509 711.367 674.374 -30.1176 -12.6698 29.1972
8.22 4160.4 5678.76 4573.27 354.479 711.355 674.403 -30.1215 -12.6724 29.1992
8.221 4160.76 5679.47 4573.95 354.449 711.342 674.432 -30.1255 -12.6751 29.2013
8.222 4161.11 5680.18 4574.62 354.419 711.329 674.461 -30.1294 -12.6777 29.2033
8.223 4161.47 5680.89 4575.29 354.389 711.317 674.49 -30.1333 -12.6804 29.2053
8.224 4161.82 5681.6 4575.97 354.359 711.304 674.52 -30.1373 -12.683 29.2073
8.225 4162.18 5682.31 4576.64 354.328 711.291 674.549 -30.1412 -12.6857 29.2093
