TOF EAST NORTH UP EAST_V NORTH_V UP_V EAST_A NORTH_A UP_A
8.226 4162.53 5683.02 4577.32 354.298 711.279 674.578 -30.1452 -12.6883 29.2113
8.227 4162.88 5683.73 4577.99 354.268 711.266 674.607 -30.1491 -12.691 29.2133
8.228 4163.24 5684.45 4578.67 354.238 711.253 674.636 -30.153 -12.6936 29.2153
8.229 4163.59 5685.16 4579.34 354.208 711.241 674.666 -30.157 -12.6963 29.2173
8.23 4163.95 5685.87 4580.02 354.178 711.228 674.695 -30.1609 -12.6989 29.2193
8.231 4164.3 5686.58 4580.69 354.147 711.215 674.724 -30.1649 -12.7016 29.2214
8.232 4164.65 5687.29 4581.37 354.117 711.202 674.753 -30.1688 -12.7042 29.2234
8.233 4165.01 5688 4582.04 354.087 711.19 674.782 -30.1728 -12.7069 29.2254
8.234 4165.36 5688.71 4582.72 354.057 711.177 674.812 -30.1767 -12.7095 29.2274
8.235 4165.72 5689.42 4583.39 354.027 711.164 674.841 -30.1807 -12.7122 29.2294
8.236 4166.07 5690.14 4584.07 353.997 711.152 674.87 -30.1846 -12.7148 29.2314
8.237 4166.42 5690.85 4584.74 353.966 711.139 674.899 -30.1886 -12.7175 29.2334
8.238 4166.78 5691.56 4585.41 353.936 711.126 674.929 -30.1925 -12.7201 29.2354
8.239 4167.13 5692.27 4586.09 353.906 711.114 674.958 -30.1965 -12.7228 29.2375
8.24 4167.49 5692.98 4586.76 353.876 711.101 674.987 -30.2004 -12.7254 29.2395
8.241 4167.84 5693.69 4587.44 353.846 711.088 675.016 -30.2044 -12.7281 29.2415
8.242 4168.19 5694.4 4588.11 353.815 711.075 675.046 -30.2083 -12.7308 29.2435
8.243 4168.55 5695.11 4588.79 353.785 711.063 675.075 -30.2123 -12.7334 29.2455
8.244 4168.9 5695.82 4589.47 353.755 711.05 675.104 -30.2162 -12.7361 29.2475
8.245 4169.26 5696.54 4590.14 353.725 711.037 675.133 -30.2202 -12.7387 29.2495
8.246 4169.61 5697.25 4590.82 353.695 711.024 675.163 -30.2242 -12.7414 29.2516
8.247 4169.96 5697.96 4591.49 353.664 711.012 675.192 -30.2281 -12.7441 29.2536
8.248 4170.32 5698.67 4592.17 353.634 710.999 675.221 -30.2321 -12.7467 29.2556
8.249 4170.67 5699.38 4592.84 353.604 710.986 675.25 -30.236 -12.7494 29.2576
8.25 4171.02 5700.09 4593.52 353.574 710.973 675.28 -30.24 -12.752 29.2596
8.251 4171.38 5700.8 4594.19 353.543 710.961 675.309 -30.244 -12.7547 29.2616
8.252 4171.73 5701.51 4594.87 353.513 710.948 675.338 -30.2479 -12.7574 29.2637
8.253 4172.08 5702.22 4595.54 353.483 710.935 675.367 -30.2519 -12.76 29.2657
8.254 4172.44 5702.93 4596.22 353.453 710.922 675.397 -30.2559 -12.7627 29.2677
8.255 4172.79 5703.65 4596.89 353.422 710.91 675.426 -30.2598 -12.7654 29.2697
8.256 4173.14 5704.36 4597.57 353.392 710.897 675.455 -30.2638 -12.768 29.2717
8.257 4173.5 5705.07 4598.24 353.362 710.884 675.484 -30.2678 -12.7707 29.2737
8.258 4173.85 5705.78 4598.92 353.332 710.871 675.514 -30.2717 -12.7734 29.2758
8.259 4174.2 5706.49 4599.59 353.301 710.859 675.543 -30.2757 -12.776 29.2778
8.26 4174.56 5707.2 4600.27 353.271 710.846 675.572 -30.2797 -12.7787 29.2798
8.261 4174.91 5707.91 4600.95 353.241 710.833 675.602 -30.2837 -12.7814 29.2818
8.262 4175.26 5708.62 4601.62 353.21 710.82 675.631 -30.2876 -12.7841 29.2838
8.263 4175.62 5709.33 4602.3 353.18 710.807 675.66 -30.2916 -12.7867 29.2859
8.264 4175.97 5710.04 4602.97 353.15 710.795 675.689 -30.2956 -12.7894 29.2879
8.265 4176.32 5710.75 4603.65 353.12 710.782 675.719 -30.2996 -12.7921 29.2899
8.266 4176.68 5711.46 4604.32 353.089 710.769 675.748 -30.3035 -12.7947 29.2919
8.267 4177.03 5712.18 4605 353.059 710.756 675.777 -30.3075 -12.7974 29.2939
8.268 4177.38 5712.89 4605.68 353.029 710.743 675.807 -30.3115 -12.8001 29.296
8.269 4177.74 5713.6 4606.35 352.998 710.731 675.836 -30.3155 -12.8028 29.298
8.27 4178.09 5714.31 4607.03 352.968 710.718 675.865 -30.3195 -12.8054 29.3
8.271 4178.44 5715.02 4607.7 352.938 710.705 675.895 -30.3234 -12.8081 29.302
8.272 4178.8 5715.73 4608.38 352.907 710.692 675.924 -30.3274 -12.8108 29.3041
8.273 4179.15 5716.44 4609.06 352.877 710.679 675.953 -30.3314 -12.8135 29.3061
8.274 4179.5 5717.15 4609.73 352.847 710.667 675.982 -30.3354 -12.8162 29.3081
8.275 4179.85 5717.86 4610.41 352.816 710.654 676.012 -30.3394 -12.8188 29.3101
8.276 4180.21 5718.57 4611.08 352.786 710.641 676.041 -30.3434 -12.8215 29.3121
8.277 4180.56 5719.28 4611.76 352.756 710.628 676.07 -30.3473 -12.8242 29.3142
8.278 4180.91 5719.99 4612.44 352.725 710.615 676.1 -30.3513 -12.8269 29.3162
8.279 4181.26 5720.7 4613.11 352.695 710.602 676.129 -30.3553 -12.8296 29.3182
8.28 4181.62 5721.41 4613.79 352.665 710.59 676.158 -30.3593 -12.8323 29.3202
8.281 4181.97 5722.12 4614.46 352.634 710.577 676.188 -30.3633 -12.8349 29.3223
8.282 4182.32 5722.84 4615.14 352.604 710.564 676.217 -30.3673 -12.8376 29.3243
8.283 4182.68 5723.55 4615.82 352.574 710.551 676.246 -30.3713 -12.8403 29.3263
8.284 4183.03 5724.26 4616.49 352.543 710.538 676.276 -30.3753 -12.843 29.3283
8.285 4183.38 5724.97 4617.17 352.513 710.525 676.305 -30.3793 -12.8457 29.3304
8.286 4183.73 5725.68 4617.85 352.482 710.513 676.334 -30.3833 -12.8484 29.3324
8.287 4184.09 5726.39 4618.52 352.452 710.5 676.364 -30.3873 -12.8511 29.3344
8.288 4184.44 5727.1 4619.2 352.422 710.487 676.393 -30.3913 -12.8537 29.3364
8.289 4184.79 5727.81 4619.87 352.391 710.474 676.422 -30.3953 -12.8564 29.3385
8.29 4185.14 5728.52 4620.55 352.361 710.461 676.452 -30.3993 -12.8591 29.3405
8.291 4185.5 5729.23 4621.23 352.33 710.448 676.481 -30.4033 -12.8618 29.3425
8.292 4185.85 5729.94 4621.9 352.3 710.435 676.51 -30.4073 -12.8645 29.3445
8.293 4186.2 5730.65 4622.58 352.27 710.423 676.54 -30.4113 -12.8672 29.3466
8.294 4186.55 5731.36 4623.26 352.239 710.41 676.569 -30.4153 -12.8699 29.3486
8.295 4186.9 5732.07 4623.93 352.209 710.397 676.598 -30.4193 -12.8726 29.3506
8.296 4187.26 5732.78 4624.61 352.178 710.384 676.628 -30.4233 -12.8753 29.3527
8.297 4187.61 5733.49 4625.29 352.148 710.371 676.657 -30.4273 -12.878 29.3547
8.298 4187.96 5734.2 4625.96 352.117 710.358 676.686 -30.4313 -12.8807 29.3567
8.299 4188.31 5734.91 4626.64 352.087 710.345 676.716 -30.4353 -12.8834 29.3587
8.3 4188.66 5735.62 4627.32 352.057 710.332 676.745 -30.4393 -12.8861 29.3608
8.301 4189.02 5736.33 4627.99 352.026 710.32 676.774 -30.4433 -12.8888 29.3628
8.302 4189.37 5737.04 4628.67 351.996 710.307 676.804 -30.4473 -12.8915 29.3648
8.303 4189.72 5737.75 4629.35 351.965 710.294 676.833 -30.4514 -12.8942 29.3669
8.304 4190.07 5738.46 4630.02 351.935 710.281 676.863 -30.4554 -12.8969 29.3689
8.305 4190.42 5739.17 4630.7 351.904 710.268 676.892 -30.4594 -12.8996 29.3709
8.306 4190.78 5739.89 4631.38 351.874 710.255 676.921 -30.4634 -12.9023 29.373
8.307 4191.13 5740.6 4632.05 351.843 710.242 676.951 -30.4674 -12.905 29.375
8.308 4191.48 5741.31 4632.73 351.813 710.229 676.98 -30.4714 -12.9077 29.377
8.309 4191.83 5742.02 4633.41 351.783 710.216 677.009 -30.4754 -12.9104 29.3791
8.31 4192.18 5742.73 4634.09 351.752 710.203 677.039 -30.4795 -12.9131 29.3811
8.311 4192.54 5743.44 4634.76 351.722 710.191 677.068 -30.4835 -12.9158 29.3831
8.312 4192.89 5744.15 4635.44 351.691 710.178 677.098 -30.4875 -12.9185 29.3851
8.313 4193.24 5744.86 4636.12 351.661 710.165 677.127 -30.4915 -12.9212 29.3872
8.314 4193.59 5745.57 4636.79 351.63 710.152 677.156 -30.4955 -12.9239 29.3892
8.315 4193.94 5746.28 4637.47 351.6 710.139 677.186 -30.4996 -12.9266 29.3912
8.316 4194.29 5746.99 4638.15 351.569 710.126 677.215 -30.5036 -12.9293 29.3933
8.317 4194.65 5747.7 4638.83 351.539 710.113 677.245 -30.5076 -12.932 29.3953
8.318 4195 5748.41 4639.5 351.508 710.1 677.274 -30.5116 -12.9348 29.3973
8.319 4195.35 5749.12 4640.18 351.478 710.087 677.303 -30.5157 -12.9375 29.3994
8.32 4195.7 5749.83 4640.86 351.447 710.074 677.333 -30.5197 -12.9402 29.4014
8.321 4196.05 5750.54 4641.53 351.417 710.061 677.362 -30.5237 -12.9429 29.4035
8.322 4196.4 5751.25 4642.21 351.386 710.048 677.392 -30.5278 -12.9456 29.4055
8.323 4196.75 5751.96 4642.89 351.355 710.035 677.421 -30.5318 -12.9483 29.4075
8.324 4197.11 5752.67 4643.57 351.325 710.022 677.45 -30.5358 -12.951 29.4096
8.325 4197.46 5753.38 4644.24 351.294 710.009 677.48 -30.5399 -12.9537 29.4116
8.326 4197.81 5754.09 4644.92 351.264 709.996 677.509 -30.5439 -12.9565 29.4136
8.327 4198.16 5754.8 4645.6 351.233 709.984 677.539 -30.5479 -12.9592 29.4157
8.328 4198.51 5755.51 4646.28 351.203 709.971 677.568 -30.552 -12.9619 29.4177
8.329 4198.86 5756.22 4646.95 351.172 709.958 677.597 -30.556 -12.9646 29.4197
8.33 4199.21 5756.93 4647.63 351.142 709.945 677.627 -30.56 -12.9673 29.4218
8.331 4199.56 5757.64 4648.31 351.111 709.932 677.656 -30.5641 -12.97 29.4238
8.332 4199.91 5758.35 4648.99 351.081 709.919 677.686 -30.5681 -12.9728 29.4258
8.333 4200.27 5759.06 4649.67 351.05 709.906 677.715 -30.5721 -12.9755 29.4279
8.334 4200.62 5759.77 4650.34 351.019 709.893 677.745 -30.5762 -12.9782 29.4299
8.335 4200.97 5760.48 4651.02 350.989 709.88 677.774 -30.5802 -12.9809 29.432
8.336 4201.32 5761.19 4651.7 350.958 709.867 677.803 -30.5843 -12.9837 29.434
8.337 4201.67 5761.9 4652.38 350.928 709.854 677.833 -30.5883 -12.9864 29.436
8.338 4202.02 5762.61 4653.05 350.897 709.841 677.862 -30.5924 -12.9891 29.4381
8.339 4202.37 5763.32 4653.73 350.866 709.828 677.892 -30.5964 -12.9918 29.4401
8.34 4202.72 5764.03 4654.41 350.836 709.815 677.921 -30.6005 -12.9946 29.4422
8.341 4203.07 5764.74 4655.09 350.805 709.802 677.951 -30.6045 -12.9973 29.4442
8.342 4203.42 5765.45 4655.77 350.775 709.789 677.98 -30.6085 -13 29.4462
8.343 4203.78 5766.16 4656.44 350.744 709.776 678.01 -30.6126 -13.0027 29.4483
8.344 4204.13 5766.87 4657.12 350.713 709.763 678.039 -30.6166 -13.0055 29.4503
8.345 4204.48 5767.58 4657.8 350.683 709.75 678.068 -30.6207 -13.0082 29.4524
8.346 4204.83 5768.29 4658.48 350.652 709.737 678.098 -30.6248 -13.0109 29.4544
8.347 4205.18 5768.99 4659.16 350.622 709.724 678.127 -30.6288 -13.0137 29.4564
8.348 4205.53 5769.7 4659.83 350.591 709.711 678.157 -30.6329 -13.0164 29.4585
8.349 4205.88 5770.41 4660.51 350.56 709.698 678.186 -30.6369 -13.0191 29.4605
8.35 4206.23 5771.12 4661.19 350.53 709.685 678.216 -30.641 -13.0219 29.4626
8.351 4206.58 5771.83 4661.87 350.499 709.672 678.245 -30.645 -13.0246 29.4646
8.352 4206.93 5772.54 4662.55 350.468 709.659 678.275 -30.6491 -13.0273 29.4667
8.353 4207.28 5773.25 4663.23 350.438 709.646 678.304 -30.6531 -13.0301 29.4687
8.354 4207.63 5773.96 4663.9 350.407 709.633 678.334 -30.6572 -13.0328 29.4707
8.355 4207.98 5774.67 4664.58 350.376 709.62 678.363 -30.6613 -13.0355 29.4728
8.356 4208.33 5775.38 4665.26 350.346 709.607 678.393 -30.6653 -13.0383 29.4748
8.357 4208.68 5776.09 4665.94 350.315 709.594 678.422 -30.6694 -13.041 29.4769
8.358 4209.03 5776.8 4666.62 350.284 709.58 678.451 -30.6735 -13.0437 29.4789
8.359 4209.38 5777.51 4667.3 350.254 709.567 678.481 -30.6775 -13.0465 29.481
8.36 4209.73 5778.22 4667.97 350.223 709.554 678.51 -30.6816 -13.0492 29.483
8.361 4210.08 5778.93 4668.65 350.192 709.541 678.54 -30.6856 -13.052 29.4851
8.362 4210.43 5779.64 4669.33 350.162 709.528 678.569 -30.6897 -13.0547 29.4871
8.363 4210.78 5780.35 4670.01 350.131 709.515 678.599 -30.6938 -13.0574 29.4891
8.364 4211.13 5781.06 4670.69 350.1 709.502 678.628 -30.6979 -13.0602 29.4912
8.365 4211.48 5781.77 4671.37 350.07 709.489 678.658 -30.7019 -13.0629 29.4932
8.366 4211.83 5782.48 4672.05 350.039 709.476 678.687 -30.706 -13.0657 29.4953
8.367 4212.18 5783.19 4672.72 350.008 709.463 678.717 -30.7101 -13.0684 29.4973
8.368 4212.53 5783.9 4673.4 349.977 709.45 678.746 -30.7141 -13.0712 29.4994
8.369 4212.88 5784.61 4674.08 349.947 709.437 678.776 -30.7182 -13.0739 29.5014
8.37 4213.23 5785.31 4674.76 349.916 709.424 678.805 -30.7223 -13.0767 29.5035
8.371 4213.58 5786.02 4675.44 349.885 709.411 678.835 -30.7264 -13.0794 29.5055
8.372 4213.93 5786.73 4676.12 349.855 709.398 678.864 -30.7304 -13.0822 29.5076
8.373 4214.28 5787.44 4676.8 349.824 709.385 678.894 -30.7345 -13.0849 29.5096
8.374 4214.63 5788.15 4677.48 349.793 709.371 678.923 -30.7386 -13.0877 29.5117
8.375 4214.98 5788.86 4678.16 349.762 709.358 678.953 -30.7427 -13.0904 29.5137
8.376 4215.33 5789.57 4678.83 349.732 709.345 678.982 -30.7468 -13.0932 29.5158
8.377 4215.68 5790.28 4679.51 349.701 709.332 679.012 -30.7508 -13.0959 29.5178
8.378 4216.03 5790.99 4680.19 349.67 709.319 679.041 -30.7549 -13.0987 29.5199
8.379 4216.38 5791.7 4680.87 349.639 709.306 679.071 -30.759 -13.1014 29.5219
8.38 4216.73 5792.41 4681.55 349.609 709.293 679.1 -30.7631 -13.1042 29.524
8.381 4217.08 5793.12 4682.23 349.578 709.28 679.13 -30.7672 -13.1069 29.526
8.382 4217.43 5793.83 4682.91 349.547 709.267 679.16 -30.7713 -13.1097 29.5281
8.383 4217.78 5794.54 4683.59 349.516 709.254 679.189 -30.7754 -13.1124 29.5301
8.384 4218.13 5795.25 4684.27 349.485 709.24 679.219 -30.7794 -13.1152 29.5322
8.385 4218.48 5795.95 4684.95 349.455 709.227 679.248 -30.7835 -13.118 29.5342
8.386 4218.83 5796.66 4685.63 349.424 709.214 679.278 -30.7876 -13.1207 29.5363
8.387 4219.18 5797.37 4686.3 349.393 709.201 679.307 -30.7917 -13.1235 29.5383
8.388 4219.53 5798.08 4686.98 349.362 709.188 679.337 -30.7958 -13.1262 29.5404
8.389 4219.88 5798.79 4687.66 349.332 709.175 679.366 -30.7999 -13.129 29.5424
8.39 4220.23 5799.5 4688.34 349.301 709.162 679.396 -30.804 -13.1318 29.5445
8.391 4220.58 5800.21 4689.02 349.27 709.149 679.425 -30.8081 -13.1345 29.5465
8.392 4220.92 5800.92 4689.7 349.239 709.135 679.455 -30.8122 -13.1373 29.5486
8.393 4221.27 5801.63 4690.38 349.208 709.122 679.484 -30.8163 -13.1401 29.5506
8.394 4221.62 5802.34 4691.06 349.177 709.109 679.514 -30.8204 -13.1428 29.5527
8.395 4221.97 5803.05 4691.74 349.147 709.096 679.544 -30.8245 -13.1456 29.5548
8.396 4222.32 5803.76 4692.42 349.116 709.083 679.573 -30.8286 -13.1483 29.5568
8.397 4222.67 5804.46 4693.1 349.085 709.07 679.603 -30.8327 -13.1511 29.5589
8.398 4223.02 5805.17 4693.78 349.054 709.057 679.632 -30.8368 -13.1539 29.5609
8.399 4223.37 5805.88 4694.46 349.023 709.043 679.662 -30.8409 -13.1567 29.563
8.4 4223.72 5806.59 4695.14 348.992 709.03 679.691 -30.845 -13.1594 29.565
8.401 4224.07 5807.3 4695.82 348.962 709.017 679.721 -30.8491 -13.1622 29.5671
8.402 4224.42 5808.01 4696.5 348.931 709.004 679.751 -30.8532 -13.165 29.5691
8.403 4224.76 5808.72 4697.18 348.9 708.991 679.78 -30.8573 -13.1677 29.5712
8.404 4225.11 5809.43 4697.86 348.869 708.978 679.81 -30.8614 -13.1705 29.5733
8.405 4225.46 5810.14 4698.54 348.838 708.964 679.839 -30.8655 -13.1733 29.5753
8.406 4225.81 5810.85 4699.22 348.807 708.951 679.869 -30.8696 -13.176 29.5774
8.407 4226.16 5811.55 4699.9 348.776 708.938 679.898 -30.8737 -13.1788 29.5794
8.408 4226.51 5812.26 4700.58 348.746 708.925 679.928 -30.8779 -13.1816 29.5815
8.409 4226.86 5812.97 4701.26 348.715 708.912 679.958 -30.882 -13.1844 29.5835
8.41 4227.21 5813.68 4701.94 348.684 708.898 679.987 -30.8861 -13.1872 29.5856
8.411 4227.55 5814.39 4702.62 348.653 708.885 680.017 -30.8902 -13.1899 29.5877
8.412 4227.9 5815.1 4703.3 348.622 708.872 680.046 -30.8943 -13.1927 29.5897
8.413 4228.25 5815.81 4703.98 348.591 708.859 680.076 -30.8984 -13.1955 29.5918
8.414 4228.6 5816.52 4704.66 348.56 708.846 680.105 -30.9025 -13.1983 29.5938
8.415 4228.95 5817.23 4705.34 348.529 708.833 680.135 -30.9067 -13.201 29.5959
8.416 4229.3 5817.93 4706.02 348.498 708.819 680.165 -30.9108 -13.2038 29.598
8.417 4229.65 5818.64 4706.7 348.468 708.806 680.194 -30.9149 -13.2066 29.6
8.418 4229.99 5819.35 4707.38 348.437 708.793 680.224 -30.919 -13.2094 29.6021
8.419 4230.34 5820.06 4708.06 348.406 708.78 680.253 -30.9231 -13.2122 29.6041
8.42 4230.69 5820.77 4708.74 348.375 708.766 680.283 -30.9273 -13.215 29.6062
8.421 4231.04 5821.48 4709.42 348.344 708.753 680.313 -30.9314 -13.2177 29.6083
8.422 4231.39 5822.19 4710.1 348.313 708.74 680.342 -30.9355 -13.2205 29.6103
8.423 4231.74 5822.9 4710.78 348.282 708.727 680.372 -30.9396 -13.2233 29.6124
8.424 4232.08 5823.6 4711.46 348.251 708.714 680.402 -30.9438 -13.2261 29.6144
8.425 4232.43 5824.31 4712.14 348.22 708.7 680.431 -30.9479 -13.2289 29.6165
8.426 4232.78 5825.02 4712.82 348.189 708.687 680.461 -30.952 -13.2317 29.6186
8.427 4233.13 5825.73 4713.5 348.158 708.674 680.49 -30.9562 -13.2345 29.6206
8.428 4233.48 5826.44 4714.18 348.127 708.661 680.52 -30.9603 -13.2372 29.6227
8.429 4233.83 5827.15 4714.86 348.096 708.647 680.55 -30.9644 -13.24 29.6248
8.43 4234.17 5827.86 4715.54 348.065 708.634 680.579 -30.9686 -13.2428 29.6268
8.431 4234.52 5828.57 4716.22 348.034 708.621 680.609 -30.9727 -13.2456 29.6289
8.432 4234.87 5829.27 4716.9 348.003 708.608 680.639 -30.9768 -13.2484 29.6309
8.433 4235.22 5829.98 4717.58 347.972 708.594 680.668 -30.981 -13.2512 29.633
8.434 4235.57 5830.69 4718.27 347.941 708.581 680.698 -30.9851 -13.254 29.6351
8.435 4235.91 5831.4 4718.95 347.91 708.568 680.727 -30.9892 -13.2568 29.6371
8.436 4236.26 5832.11 4719.63 347.879 708.555 680.757 -30.9934 -13.2596 29.6392
8.437 4236.61 5832.82 4720.31 347.848 708.541 680.787 -30.9975 -13.2624 29.6413
8.438 4236.96 5833.53 4720.99 347.817 708.528 680.816 -31.0016 -13.2652 29.6433
8.439 4237.3 5834.23 4721.67 347.786 708.515 680.846 -31.0058 -13.268 29.6454
8.44 4237.65 5834.94 4722.35 347.755 708.502 680.876 -31.0099 -13.2708 29.6475
8.441 4238 5835.65 4723.03 347.724 708.488 680.905 -31.0141 -13.2736 29.6495
8.442 4238.35 5836.36 4723.71 347.693 708.475 680.935 -31.0182 -13.2764 29.6516
8.443 4238.7 5837.07 4724.39 347.662 708.462 680.965 -31.0224 -13.2792 29.6537
8.444 4239.04 5837.78 4725.07 347.631 708.449 680.994 -31.0265 -13.282 29.6557
8.445 4239.39 5838.48 4725.75 347.6 708.435 681.024 -31.0307 -13.2848 29.6578
8.446 4239.74 5839.19 4726.44 347.569 708.422 681.054 -31.0348 -13.2876 29.6599
8.447 4240.09 5839.9 4727.12 347.538 708.409 681.083 -31.039 -13.2904 29.6619
8.448 4240.43 5840.61 4727.8 347.507 708.395 681.113 -31.0431 -13.2932 29.664
8.449 4240.78 5841.32 4728.48 347.476 708.382 681.143 -31.0473 -13.296 29.6661
8.45 4241.13 5842.03 4729.16 347.445 708.369 681.172 -31.0514 -13.2988 29.6682
8.451 4241.48 5842.74 4729.84 347.414 708.355 681.202 -31.0556 -13.3016 29.6702
8.452 4241.82 5843.44 4730.52 347.383 708.342 681.232 -31.0597 -13.3044 29.6723
8.453 4242.17 5844.15 4731.2 347.352 708.329 681.261 -31.0639 -13.3072 29.6744
8.454 4242.52 5844.86 4731.88 347.321 708.316 681.291 -31.068 -13.31 29.6764
8.455 4242.87 5845.57 4732.57 347.29 708.302 681.321 -31.0722 -13.3128 29.6785
8.456 4243.21 5846.28 4733.25 347.259 708.289 681.35 -31.0763 -13.3157 29.6806
8.457 4243.56 5846.99 4733.93 347.228 708.276 681.38 -31.0805 -13.3185 29.6826
8.458 4243.91 5847.69 4734.61 347.197 708.262 681.41 -31.0847 -13.3213 29.6847
8.459 4244.25 5848.4 4735.29 347.165 708.249 681.439 -31.0888 -13.3241 29.6868
8.46 4244.6 5849.11 4735.97 347.134 708.236 681.469 -31.093 -13.3269 29.6889
8.461 4244.95 5849.82 4736.65 347.103 708.222 681.499 -31.0972 -13.3297 29.6909
8.462 4245.3 5850.53 4737.34 347.072 708.209 681.528 -31.1013 -13.3325 29.693
8.463 4245.64 5851.23 4738.02 347.041 708.196 681.558 -31.1055 -13.3353 29.6951
8.464 4245.99 5851.94 4738.7 347.01 708.182 681.588 -31.1097 -13.3382 29.6971
8.465 4246.34 5852.65 4739.38 346.979 708.169 681.617 -31.1138 -13.341 29.6992
8.466 4246.68 5853.36 4740.06 346.948 708.156 681.647 -31.118 -13.3438 29.7013
8.467 4247.03 5854.07 4740.74 346.917 708.142 681.677 -31.1222 -13.3466 29.7034
8.468 4247.38 5854.78 4741.43 346.885 708.129 681.707 -31.1263 -13.3494 29.7054
8.469 4247.72 5855.48 4742.11 346.854 708.116 681.736 -31.1305 -13.3523 29.7075
8.47 4248.07 5856.19 4742.79 346.823 708.102 681.766 -31.1347 -13.3551 29.7096
8.471 4248.42 5856.9 4743.47 346.792 708.089 681.796 -31.1388 -13.3579 29.7117
8.472 4248.76 5857.61 4744.15 346.761 708.076 681.825 -31.143 -13.3607 29.7137
8.473 4249.11 5858.32 4744.83 346.73 708.062 681.855 -31.1472 -13.3635 29.7158
8.474 4249.46 5859.02 4745.52 346.699 708.049 681.885 -31.1514 -13.3664 29.7179
8.475 4249.8 5859.73 4746.2 346.668 708.035 681.915 -31.1555 -13.3692 29.72
8.476 4250.15 5860.44 4746.88 346.636 708.022 681.944 -31.1597 -13.372 29.722
8.477 4250.5 5861.15 4747.56 346.605 708.009 681.974 -31.1639 -13.3748 29.7241
8.478 4250.84 5861.86 4748.24 346.574 707.995 682.004 -31.1681 -13.3777 29.7262
8.479 4251.19 5862.56 4748.93 346.543 707.982 682.033 -31.1723 -13.3805 29.7283
8.48 4251.54 5863.27 4749.61 346.512 707.969 682.063 -31.1764 -13.3833 29.7303
8.481 4251.88 5863.98 4750.29 346.48 707.955 682.093 -31.1806 -13.3862 29.7324
8.482 4252.23 5864.69 4750.97 346.449 707.942 682.123 -31.1848 -13.389 29.7345
8.483 4252.58 5865.4 4751.65 346.418 707.928 682.152 -31.189 -13.3918 29.7366
8.484 4252.92 5866.1 4752.34 346.387 707.915 682.182 -31.1932 -13.3946 29.7387
8.485 4253.27 5866.81 4753.02 346.356 707.902 682.212 -31.1974 -13.3975 29.7407
8.486 4253.62 5867.52 4753.7 346.325 707.888 682.242 -31.2016 -13.4003 29.7428
8.487 4253.96 5868.23 4754.38 346.293 707.875 682.271 -31.2057 -13.4031 29.7449
8.488 4254.31 5868.94 4755.07 346.262 707.861 682.301 -31.2099 -13.406 29.747
8.489 4254.66 5869.64 4755.75 346.231 707.848 682.331 -31.2141 -13.4088 29.7491
8.49 4255 5870.35 4756.43 346.2 707.835 682.361 -31.2183 -13.4116 29.7511
8.491 4255.35 5871.06 4757.11 346.168 707.821 682.39 -31.2225 -13.4145 29.7532
8.492 4255.69 5871.77 4757.8 346.137 707.808 682.42 -31.2267 -13.4173 29.7553
8.493 4256.04 5872.47 4758.48 346.106 707.794 682.45 -31.2309 -13.4202 29.7574
8.494 4256.39 5873.18 4759.16 346.075 707.781 682.48 -31.2351 -13.423 29.7595
8.495 4256.73 5873.89 4759.84 346.044 707.767 682.509 -31.2393 -13.4258 29.7615
8.496 4257.08 5874.6 4760.53 346.012 707.754 682.539 -31.2435 -13.4287 29.7636
8.497 4257.42 5875.31 4761.21 345.981 707.741 682.569 -31.2477 -13.4315 29.7657
