tof posE posN posU tgtE tgtN tgtU normComm normAch pitchRate thetaRate pitchDefl alpha theta sideComm sideAch yawRate psiRate yawDefl beta psi rollComm phiRate rollRate rollDefl roll seekPitchErr seekYawErr staticMargin mach
0.0350000000 0.0471556553 0.0395682929 0.0458177942 3000.0000000000 0.0000000000 3000.0000000000 0.0003488953 -0.7658414930 -0.0004232441 -0.0003808492 -0.0010522097 3.1251483008 39.9999967421 -0.0006168985 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000007725 -0.0000039014 1.0911273581 0.0137670603
0.0360000000 0.0501653274 0.0420937077 0.0487712718 3000.0000000000 0.0000000000 3000.0000000000 0.0003823272 -0.7658258169 -0.0004695447 -0.0004232441 -0.0011156211 3.0662964606 39.9999963189 -0.0006792186 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000008216 -0.0000041536 1.0934345914 0.0144436319
0.0370000000 0.0533178760 0.0447390101 0.0518714475 3000.0000000000 0.0000000000 3000.0000000000 0.0004182903 -0.7658093468 -0.0005200307 -0.0004695447 -0.0011817789 3.0086158318 39.9999958493 -0.0007465782 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000008729 -0.0000044181 1.0957074810 0.0151407728
0.0380000000 0.0566174133 0.0475076506 0.0551228256 3000.0000000000 0.0000000000 3000.0000000000 0.0004569169 -0.7657917388 -0.0005744754 -0.0005200307 -0.0012507552 2.9521747188 39.9999953293 -0.0008192614 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000009264 -0.0000046953 1.1002644508 0.0158584922
0.0390000000 0.0600680529 0.0504030811 0.0585299125 3000.0000000000 0.0000000000 3000.0000000000 0.0004983429 -0.7657731874 -0.0006329995 -0.0005744754 -0.0013167948 2.8970206494 39.9999947548 -0.0008975606 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000009821 -0.0000049854 1.1052160335 0.0165967997
0.0400000000 0.0636739103 0.0534287547 0.0620972161 3000.0000000000 0.0000000000 3000.0000000000 0.0005427079 -0.7657537279 -0.0006958148 -0.0006329995 -0.0013830867 2.8431841507 39.9999941218 -0.0009817768 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000010402 -0.0000052890 1.1101441841 0.0173557045
0.0410000000 0.0674391025 0.0565881260 0.0658292465 3000.0000000000 0.0000000000 3000.0000000000 0.0005901552 -0.7657333427 -0.0007631392 -0.0006958148 -0.0014504518 2.7906818422 39.9999934260 -0.0010722197 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000011007 -0.0000056063 1.1150434040 0.0181352158
0.0420000000 0.0713677481 0.0598846511 0.0697305152 3000.0000000000 0.0000000000 3000.0000000000 0.0006408317 -0.7657120149 -0.0008351960 -0.0007631392 -0.0015189188 2.7395190299 39.9999926629 -0.0011692074 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000011636 -0.0000059376 1.1199090015 0.0189353426
0.0430000000 0.0754639675 0.0633217873 0.0738055360 3000.0000000000 0.0000000000 3000.0000000000 0.0006948879 -0.7656897285 -0.0009122144 -0.0008351960 -0.0015885142 2.6896918763 39.9999918277 -0.0012730669 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000012289 -0.0000062835 1.1247369888 0.0197560940
0.0440000000 0.0797318827 0.0669029933 0.0780588241 3000.0000000000 0.0000000000 3000.0000000000 0.0007524781 -0.7656664682 -0.0009944293 -0.0009122144 -0.0016592619 2.6411892087 39.9999909155 -0.0013841335 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000012968 -0.0000066441 1.1295239926 0.0205974791
0.0450000000 0.0841756173 0.0706317294 0.0824948968 3000.0000000000 0.0000000000 3000.0000000000 0.0008137602 -0.7656422198 -0.0010820813 -0.0009944293 -0.0017311841 2.5939940236 39.9999899210 -0.0015027512 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000013673 -0.0000070199 1.1342671763 0.0214595066
0.0460000000 0.0887992966 0.0745114570 0.0871182730 3000.0000000000 0.0000000000 3000.0000000000 0.0008788958 -0.7656169699 -0.0011754170 -0.0010820813 -0.0018043010 2.5480847358 39.9999888389 -0.0016292728 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000014404 -0.0000074113 1.1389641728 0.0223421856
0.0470000000 0.0936070477 0.0785456392 0.0919334736 3000.0000000000 0.0000000000 3000.0000000000 0.0009480503 -0.7655907061 -0.0012746884 -0.0011754170 -0.0018786310 2.5034362148 39.9999876635 -0.0017640597 0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 40.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0000000000 -0.0000000000 0.0000015161 -0.0000078186 1.1436130259 0.0232455249
