TOF EAST NORTH UP EAST_V NORTH_V UP_V EAST_A NORTH_A UP_A tgtE tgtN tgtU
10.222 3082.66 4280.46 9019.15 287.197 566.564 826.452 8.89995 44.6694 -33.7153 5000 10000 12500
10.223 3082.94 4281.03 9019.97 287.206 566.608 826.419 8.89913 44.6743 -33.7223 5000 10000 12500
10.224 3083.23 4281.6 9020.8 287.215 566.653 826.385 8.8983 44.6792 -33.7293 5000 10000 12500
10.225 3083.52 4282.16 9021.63 287.224 566.698 826.351 8.89747 44.6841 -33.7362 5000 10000 12500
10.226 3083.8 4282.73 9022.45 287.233 566.743 826.317 8.89664 44.689 -33.7432 5000 10000 12500
10.227 3084.09 4283.3 9023.28 287.242 566.787 826.284 8.89581 44.6939 -33.7501 5000 10000 12500
10.228 3084.38 4283.86 9024.1 287.25 566.832 826.25 8.89498 44.6988 -33.7571 5000 10000 12500
10.229 3084.67 4284.43 9024.93 287.259 566.877 826.216 8.89415 44.7037 -33.7641 5000 10000 12500
10.23 3084.95 4285 9025.76 287.268 566.921 826.182 8.89332 44.7086 -33.771 5000 10000 12500
10.231 3085.24 4285.56 9026.58 287.277 566.966 826.149 8.89249 44.7135 -33.778 5000 10000 12500
10.232 3085.53 4286.13 9027.41 287.286 567.011 826.115 8.89166 44.7184 -33.785 5000 10000 12500
10.233 3085.82 4286.7 9028.24 287.295 567.055 826.081 8.89083 44.7233 -33.792 5000 10000 12500
10.234 3086.1 4287.27 9029.06 287.304 567.1 826.047 8.89 44.7283 -33.799 5000 10000 12500
10.235 3086.39 4287.83 9029.89 287.313 567.145 826.013 8.88917 44.7332 -33.8059 5000 10000 12500
10.236 3086.68 4288.4 9030.71 287.322 567.19 825.98 8.88833 44.7381 -33.8129 5000 10000 12500
10.237 3086.96 4288.97 9031.54 287.33 567.234 825.946 8.8875 44.743 -33.8199 5000 10000 12500
10.238 3087.25 4289.53 9032.37 287.339 567.279 825.912 8.88667 44.7479 -33.8269 5000 10000 12500
10.239 3087.54 4290.1 9033.19 287.348 567.324 825.878 8.88583 44.7528 -33.8339 5000 10000 12500
10.24 3087.83 4290.67 9034.02 287.357 567.369 825.844 8.885 44.7577 -33.8409 5000 10000 12500
10.241 3088.11 4291.24 9034.84 287.366 567.413 825.81 8.88416 44.7626 -33.8479 5000 10000 12500
10.242 3088.4 4291.8 9035.67 287.375 567.458 825.777 8.88333 44.7676 -33.8549 5000 10000 12500
10.243 3088.69 4292.37 9036.49 287.384 567.503 825.743 8.88249 44.7725 -33.8619 5000 10000 12500
10.244 3088.98 4292.94 9037.32 287.393 567.548 825.709 8.88166 44.7774 -33.8689 5000 10000 12500
10.245 3089.26 4293.51 9038.15 287.401 567.593 825.675 8.88082 44.7823 -33.8759 5000 10000 12500
10.246 3089.55 4294.07 9038.97 287.41 567.637 825.641 8.87998 44.7872 -33.8829 5000 10000 12500
10.247 3089.84 4294.64 9039.8 287.419 567.682 825.607 8.87915 44.7922 -33.8899 5000 10000 12500
10.248 3090.13 4295.21 9040.62 287.428 567.727 825.573 8.87831 44.7971 -33.8969 5000 10000 12500
10.249 3090.41 4295.78 9041.45 287.437 567.772 825.539 8.87747 44.802 -33.9039 5000 10000 12500
10.25 3090.7 4296.34 9042.27 287.446 567.816 825.505 8.87663 44.8069 -33.9109 5000 10000 12500
10.251 3090.99 4296.91 9043.1 287.455 567.861 825.472 8.87579 44.8119 -33.918 5000 10000 12500
10.252 3091.28 4297.48 9043.92 287.464 567.906 825.438 8.87495 44.8168 -33.925 5000 10000 12500
10.253 3091.56 4298.05 9044.75 287.473 567.951 825.404 8.87411 44.8217 -33.932 5000 10000 12500
10.254 3091.85 4298.62 9045.58 287.481 567.996 825.37 8.87327 44.8266 -33.939 5000 10000 12500
10.255 3092.14 4299.18 9046.4 287.49 568.041 825.336 8.87243 44.8316 -33.946 5000 10000 12500
10.256 3092.43 4299.75 9047.23 287.499 568.085 825.302 8.87159 44.8365 -33.9531 5000 10000 12500
10.257 3092.71 4300.32 9048.05 287.508 568.13 825.268 8.87075 44.8414 -33.9601 5000 10000 12500
10.258 3093 4300.89 9048.88 287.517 568.175 825.234 8.8699 44.8464 -33.9671 5000 10000 12500
10.259 3093.29 4301.46 9049.7 287.526 568.22 825.2 8.86906 44.8513 -33.9742 5000 10000 12500
10.26 3093.58 4302.02 9050.53 287.535 568.265 825.166 8.86822 44.8562 -33.9812 5000 10000 12500
10.261 3093.86 4302.59 9051.35 287.543 568.31 825.132 8.86737 44.8612 -33.9883 5000 10000 12500
10.262 3094.15 4303.16 9052.18 287.552 568.355 825.098 8.86653 44.8661 -33.9953 5000 10000 12500
10.263 3094.44 4303.73 9053 287.561 568.399 825.064 8.86568 44.8711 -34.0023 5000 10000 12500
10.264 3094.73 4304.3 9053.83 287.57 568.444 825.03 8.86484 44.876 -34.0094 5000 10000 12500
10.265 3095.01 4304.87 9054.65 287.579 568.489 824.996 8.86399 44.8809 -34.0164 5000 10000 12500
10.266 3095.3 4305.44 9055.48 287.588 568.534 824.962 8.86315 44.8859 -34.0235 5000 10000 12500
10.267 3095.59 4306 9056.3 287.597 568.579 824.928 8.8623 44.8908 -34.0305 5000 10000 12500
10.268 3095.88 4306.57 9057.13 287.606 568.624 824.894 8.86145 44.8958 -34.0376 5000 10000 12500
10.269 3096.16 4307.14 9057.95 287.614 568.669 824.86 8.86061 44.9007 -34.0447 5000 10000 12500
10.27 3096.45 4307.71 9058.78 287.623 568.714 824.826 8.85976 44.9057 -34.0517 5000 10000 12500
10.271 3096.74 4308.28 9059.6 287.632 568.759 824.792 8.85891 44.9106 -34.0588 5000 10000 12500
10.272 3097.03 4308.85 9060.43 287.641 568.803 824.758 8.85806 44.9156 -34.0658 5000 10000 12500
10.273 3097.31 4309.42 9061.25 287.65 568.848 824.724 8.85721 44.9205 -34.0729 5000 10000 12500
10.274 3097.6 4309.98 9062.08 287.659 568.893 824.69 8.85636 44.9255 -34.08 5000 10000 12500
10.275 3097.89 4310.55 9062.9 287.668 568.938 824.656 8.85551 44.9304 -34.087 5000 10000 12500
10.276 3098.18 4311.12 9063.73 287.676 568.983 824.621 8.85466 44.9354 -34.0941 5000 10000 12500
10.277 3098.46 4311.69 9064.55 287.685 569.028 824.587 8.85381 44.9403 -34.1012 5000 10000 12500
10.278 3098.75 4312.26 9065.37 287.694 569.073 824.553 8.85296 44.9453 -34.1083 5000 10000 12500
10.279 3099.04 4312.83 9066.2 287.703 569.118 824.519 8.85211 44.9502 -34.1154 5000 10000 12500
10.28 3099.33 4313.4 9067.02 287.712 569.163 824.485 8.85126 44.9552 -34.1224 5000 10000 12500
10.281 3099.62 4313.97 9067.85 287.721 569.208 824.451 8.8504 44.9601 -34.1295 5000 10000 12500
10.282 3099.9 4314.54 9068.67 287.73 569.253 824.417 8.84955 44.9651 -34.1366 5000 10000 12500
10.283 3100.19 4315.11 9069.5 287.738 569.298 824.383 8.8487 44.9701 -34.1437 5000 10000 12500
10.284 3100.48 4315.68 9070.32 287.747 569.343 824.348 8.84784 44.975 -34.1508 5000 10000 12500
10.285 3100.77 4316.25 9071.15 287.756 569.388 824.314 8.84699 44.98 -34.1579 5000 10000 12500
10.286 3101.05 4316.81 9071.97 287.765 569.433 824.28 8.84613 44.9849 -34.165 5000 10000 12500
10.287 3101.34 4317.38 9072.79 287.774 569.478 824.246 8.84528 44.9899 -34.1721 5000 10000 12500
10.288 3101.63 4317.95 9073.62 287.783 569.523 824.212 8.84442 44.9949 -34.1792 5000 10000 12500
10.289 3101.92 4318.52 9074.44 287.791 569.568 824.178 8.84357 44.9998 -34.1863 5000 10000 12500
10.29 3102.21 4319.09 9075.27 287.8 569.613 824.143 8.84271 45.0048 -34.1934 5000 10000 12500
10.291 3102.49 4319.66 9076.09 287.809 569.658 824.109 8.84185 45.0098 -34.2005 5000 10000 12500
10.292 3102.78 4320.23 9076.91 287.818 569.703 824.075 8.841 45.0147 -34.2076 5000 10000 12500
10.293 3103.07 4320.8 9077.74 287.827 569.748 824.041 8.84014 45.0197 -34.2147 5000 10000 12500
10.294 3103.36 4321.37 9078.56 287.836 569.793 824.007 8.83928 45.0247 -34.2218 5000 10000 12500
10.295 3103.64 4321.94 9079.39 287.844 569.838 823.972 8.83842 45.0297 -34.2289 5000 10000 12500
10.296 3103.93 4322.51 9080.21 287.853 569.883 823.938 8.83756 45.0346 -34.2361 5000 10000 12500
10.297 3104.22 4323.08 9081.03 287.862 569.928 823.904 8.8367 45.0396 -34.2432 5000 10000 12500
10.298 3104.51 4323.65 9081.86 287.871 569.973 823.87 8.83584 45.0446 -34.2503 5000 10000 12500
10.299 3104.8 4324.22 9082.68 287.88 570.018 823.835 8.83498 45.0496 -34.2574 5000 10000 12500
10.3 3105.08 4324.79 9083.51 287.889 570.063 823.801 8.83412 45.0545 -34.2645 5000 10000 12500
10.301 3105.37 4325.36 9084.33 287.897 570.108 823.767 8.83326 45.0595 -34.2717 5000 10000 12500
10.302 3105.66 4325.93 9085.15 287.906 570.153 823.733 8.83239 45.0645 -34.2788 5000 10000 12500
10.303 3105.95 4326.5 9085.98 287.915 570.198 823.698 8.83153 45.0695 -34.2859 5000 10000 12500
10.304 3106.24 4327.07 9086.8 287.924 570.243 823.664 8.83067 45.0745 -34.2931 5000 10000 12500
10.305 3106.52 4327.64 9087.63 287.933 570.288 823.63 8.8298 45.0795 -34.3002 5000 10000 12500
10.306 3106.81 4328.21 9088.45 287.942 570.333 823.595 8.82894 45.0844 -34.3074 5000 10000 12500
10.307 3107.1 4328.78 9089.27 287.95 570.379 823.561 8.82808 45.0894 -34.3145 5000 10000 12500
10.308 3107.39 4329.35 9090.1 287.959 570.424 823.527 8.82721 45.0944 -34.3216 5000 10000 12500
10.309 3107.68 4329.92 9090.92 287.968 570.469 823.492 8.82634 45.0994 -34.3288 5000 10000 12500
10.31 3107.96 4330.49 9091.74 287.977 570.514 823.458 8.82548 45.1044 -34.3359 5000 10000 12500
10.311 3108.25 4331.06 9092.57 287.986 570.559 823.424 8.82461 45.1094 -34.3431 5000 10000 12500
10.312 3108.54 4331.64 9093.39 287.995 570.604 823.389 8.82375 45.1144 -34.3503 5000 10000 12500
10.313 3108.83 4332.21 9094.21 288.003 570.649 823.355 8.82288 45.1194 -34.3574 5000 10000 12500
10.314 3109.12 4332.78 9095.04 288.012 570.694 823.321 8.82201 45.1244 -34.3646 5000 10000 12500
10.315 3109.4 4333.35 9095.86 288.021 570.739 823.286 8.82114 45.1294 -34.3717 5000 10000 12500
10.316 3109.69 4333.92 9096.68 288.03 570.785 823.252 8.82027 45.1343 -34.3789 5000 10000 12500
10.317 3109.98 4334.49 9097.51 288.039 570.83 823.218 8.81941 45.1393 -34.3861 5000 10000 12500
10.318 3110.27 4335.06 9098.33 288.048 570.875 823.183 8.81854 45.1443 -34.3932 5000 10000 12500
10.319 3110.56 4335.63 9099.15 288.056 570.92 823.149 8.81767 45.1493 -34.4004 5000 10000 12500
10.32 3110.84 4336.2 9099.98 288.065 570.965 823.114 8.8168 45.1543 -34.4076 5000 10000 12500
10.321 3111.13 4336.77 9100.8 288.074 571.01 823.08 8.81592 45.1593 -34.4147 5000 10000 12500
10.322 3111.42 4337.34 9101.62 288.083 571.055 823.046 8.81505 45.1643 -34.4219 5000 10000 12500
10.323 3111.71 4337.91 9102.44 288.092 571.101 823.011 8.81418 45.1693 -34.4291 5000 10000 12500
10.324 3112 4338.49 9103.27 288.1 571.146 822.977 8.81331 45.1744 -34.4363 5000 10000 12500
10.325 3112.28 4339.06 9104.09 288.109 571.191 822.942 8.81244 45.1794 -34.4435 5000 10000 12500
10.326 3112.57 4339.63 9104.91 288.118 571.236 822.908 8.81156 45.1844 -34.4507 5000 10000 12500
10.327 3112.86 4340.2 9105.74 288.127 571.281 822.873 8.81069 45.1894 -34.4578 5000 10000 12500
10.328 3113.15 4340.77 9106.56 288.136 571.327 822.839 8.80982 45.1944 -34.465 5000 10000 12500
10.329 3113.44 4341.34 9107.38 288.144 571.372 822.804 8.80894 45.1994 -34.4722 5000 10000 12500
10.33 3113.72 4341.91 9108.21 288.153 571.417 822.77 8.80807 45.2044 -34.4794 5000 10000 12500
10.331 3114.01 4342.49 9109.03 288.162 571.462 822.735 8.80719 45.2094 -34.4866 5000 10000 12500
10.332 3114.3 4343.06 9109.85 288.171 571.507 822.701 8.80631 45.2144 -34.4938 5000 10000 12500
10.333 3114.59 4343.63 9110.67 288.18 571.553 822.666 8.80544 45.2194 -34.501 5000 10000 12500
10.334 3114.88 4344.2 9111.5 288.189 571.598 822.632 8.80456 45.2245 -34.5082 5000 10000 12500
10.335 3115.17 4344.77 9112.32 288.197 571.643 822.597 8.80368 45.2295 -34.5154 5000 10000 12500
10.336 3115.45 4345.34 9113.14 288.206 571.688 822.563 8.80281 45.2345 -34.5226 5000 10000 12500
10.337 3115.74 4345.91 9113.96 288.215 571.733 822.528 8.80193 45.2395 -34.5299 5000 10000 12500
10.338 3116.03 4346.49 9114.79 288.224 571.779 822.494 8.80105 45.2445 -34.5371 5000 10000 12500
10.339 3116.32 4347.06 9115.61 288.233 571.824 822.459 8.80017 45.2495 -34.5443 5000 10000 12500
10.34 3116.61 4347.63 9116.43 288.241 571.869 822.425 8.79929 45.2546 -34.5515 5000 10000 12500
10.341 3116.89 4348.2 9117.25 288.25 571.914 822.39 8.79841 45.2596 -34.5587 5000 10000 12500
10.342 3117.18 4348.77 9118.08 288.259 571.96 822.356 8.79753 45.2646 -34.5659 5000 10000 12500
10.343 3117.47 4349.35 9118.9 288.268 572.005 822.321 8.79665 45.2696 -34.5732 5000 10000 12500
10.344 3117.76 4349.92 9119.72 288.277 572.05 822.287 8.79577 45.2747 -34.5804 5000 10000 12500
10.345 3118.05 4350.49 9120.54 288.285 572.096 822.252 8.79488 45.2797 -34.5876 5000 10000 12500
10.346 3118.34 4351.06 9121.36 288.294 572.141 822.217 8.794 45.2847 -34.5949 5000 10000 12500
10.347 3118.62 4351.63 9122.19 288.303 572.186 822.183 8.79312 45.2897 -34.6021 5000 10000 12500
10.348 3118.91 4352.21 9123.01 288.312 572.231 822.148 8.79224 45.2948 -34.6093 5000 10000 12500
10.349 3119.2 4352.78 9123.83 288.32 572.277 822.114 8.79135 45.2998 -34.6166 5000 10000 12500
10.35 3119.49 4353.35 9124.65 288.329 572.322 822.079 8.79047 45.3048 -34.6238 5000 10000 12500
10.351 3119.78 4353.92 9125.48 288.338 572.367 822.044 8.78958 45.3099 -34.6311 5000 10000 12500
10.352 3120.07 4354.5 9126.3 288.347 572.413 822.01 8.7887 45.3149 -34.6383 5000 10000 12500
10.353 3120.35 4355.07 9127.12 288.356 572.458 821.975 8.78781 45.3199 -34.6455 5000 10000 12500
10.354 3120.64 4355.64 9127.94 288.364 572.503 821.94 8.78692 45.325 -34.6528 5000 10000 12500
10.355 3120.93 4356.21 9128.76 288.373 572.549 821.906 8.78604 45.33 -34.6601 5000 10000 12500
10.356 3121.22 4356.79 9129.59 288.382 572.594 821.871 8.78515 45.3351 -34.6673 5000 10000 12500
10.357 3121.51 4357.36 9130.41 288.391 572.639 821.836 8.78426 45.3401 -34.6746 5000 10000 12500
10.358 3121.8 4357.93 9131.23 288.4 572.685 821.802 8.78338 45.3451 -34.6818 5000 10000 12500
10.359 3122.08 4358.5 9132.05 288.408 572.73 821.767 8.78249 45.3502 -34.6891 5000 10000 12500
10.36 3122.37 4359.08 9132.87 288.417 572.775 821.732 8.7816 45.3552 -34.6964 5000 10000 12500
10.361 3122.66 4359.65 9133.69 288.426 572.821 821.698 8.78071 45.3603 -34.7036 5000 10000 12500
10.362 3122.95 4360.22 9134.52 288.435 572.866 821.663 8.77982 45.3653 -34.7109 5000 10000 12500
10.363 3123.24 4360.79 9135.34 288.443 572.911 821.628 8.77893 45.3704 -34.7182 5000 10000 12500
10.364 3123.53 4361.37 9136.16 288.452 572.957 821.593 8.77804 45.3754 -34.7254 5000 10000 12500
10.365 3123.82 4361.94 9136.98 288.461 573.002 821.559 8.77715 45.3805 -34.7327 5000 10000 12500
10.366 3124.1 4362.51 9137.8 288.47 573.048 821.524 8.77625 45.3855 -34.74 5000 10000 12500
10.367 3124.39 4363.09 9138.62 288.479 573.093 821.489 8.77536 45.3906 -34.7473 5000 10000 12500
10.368 3124.68 4363.66 9139.45 288.487 573.138 821.455 8.77447 45.3956 -34.7546 5000 10000 12500
10.369 3124.97 4364.23 9140.27 288.496 573.184 821.42 8.77358 45.4007 -34.7618 5000 10000 12500
10.37 3125.26 4364.81 9141.09 288.505 573.229 821.385 8.77268 45.4057 -34.7691 5000 10000 12500
10.371 3125.55 4365.38 9141.91 288.514 573.275 821.35 8.77179 45.4108 -34.7764 5000 10000 12500
10.372 3125.83 4365.95 9142.73 288.522 573.32 821.315 8.77089 45.4158 -34.7837 5000 10000 12500
10.373 3126.12 4366.53 9143.55 288.531 573.365 821.281 8.77 45.4209 -34.791 5000 10000 12500
10.374 3126.41 4367.1 9144.37 288.54 573.411 821.246 8.7691 45.4259 -34.7983 5000 10000 12500
10.375 3126.7 4367.67 9145.19 288.549 573.456 821.211 8.76821 45.431 -34.8056 5000 10000 12500
10.376 3126.99 4368.25 9146.02 288.558 573.502 821.176 8.76731 45.4361 -34.8129 5000 10000 12500
10.377 3127.28 4368.82 9146.84 288.566 573.547 821.141 8.76641 45.4411 -34.8202 5000 10000 12500
10.378 3127.57 4369.39 9147.66 288.575 573.593 821.107 8.76551 45.4462 -34.8275 5000 10000 12500
10.379 3127.85 4369.97 9148.48 288.584 573.638 821.072 8.76462 45.4513 -34.8348 5000 10000 12500
10.38 3128.14 4370.54 9149.3 288.593 573.683 821.037 8.76372 45.4563 -34.8421 5000 10000 12500
10.381 3128.43 4371.11 9150.12 288.601 573.729 821.002 8.76282 45.4614 -34.8495 5000 10000 12500
10.382 3128.72 4371.69 9150.94 288.61 573.774 820.967 8.76192 45.4665 -34.8568 5000 10000 12500
10.383 3129.01 4372.26 9151.76 288.619 573.82 820.932 8.76102 45.4715 -34.8641 5000 10000 12500
10.384 3129.3 4372.84 9152.58 288.628 573.865 820.898 8.76012 45.4766 -34.8714 5000 10000 12500
10.385 3129.59 4373.41 9153.41 288.636 573.911 820.863 8.75922 45.4817 -34.8787 5000 10000 12500
10.386 3129.87 4373.98 9154.23 288.645 573.956 820.828 8.75832 45.4867 -34.8861 5000 10000 12500
10.387 3130.16 4374.56 9155.05 288.654 574.002 820.793 8.75742 45.4918 -34.8934 5000 10000 12500
10.388 3130.45 4375.13 9155.87 288.663 574.047 820.758 8.75651 45.4969 -34.9007 5000 10000 12500
10.389 3130.74 4375.71 9156.69 288.671 574.093 820.723 8.75561 45.502 -34.908 5000 10000 12500
10.39 3131.03 4376.28 9157.51 288.68 574.138 820.688 8.75471 45.507 -34.9154 5000 10000 12500
10.391 3131.32 4376.85 9158.33 288.689 574.184 820.653 8.7538 45.5121 -34.9227 5000 10000 12500
10.392 3131.61 4377.43 9159.15 288.698 574.229 820.618 8.7529 45.5172 -34.9301 5000 10000 12500
10.393 3131.9 4378 9159.97 288.706 574.275 820.583 8.75199 45.5223 -34.9374 5000 10000 12500
10.394 3132.18 4378.58 9160.79 288.715 574.32 820.548 8.75109 45.5274 -34.9447 5000 10000 12500
10.395 3132.47 4379.15 9161.61 288.724 574.366 820.513 8.75018 45.5324 -34.9521 5000 10000 12500
10.396 3132.76 4379.73 9162.43 288.733 574.411 820.479 8.74928 45.5375 -34.9594 5000 10000 12500
10.397 3133.05 4380.3 9163.25 288.741 574.457 820.444 8.74837 45.5426 -34.9668 5000 10000 12500
10.398 3133.34 4380.87 9164.07 288.75 574.502 820.409 8.74746 45.5477 -34.9741 5000 10000 12500
10.399 3133.63 4381.45 9164.89 288.759 574.548 820.374 8.74656 45.5528 -34.9815 5000 10000 12500
10.4 3133.92 4382.02 9165.71 288.768 574.594 820.339 8.74565 45.5579 -34.9889 5000 10000 12500
10.401 3134.21 4382.6 9166.53 288.776 574.639 820.304 8.74474 45.5629 -34.9962 5000 10000 12500
10.402 3134.49 4383.17 9167.35 288.785 574.685 820.269 8.74383 45.568 -35.0036 5000 10000 12500
10.403 3134.78 4383.75 9168.17 288.794 574.73 820.234 8.74292 45.5731 -35.0109 5000 10000 12500
10.404 3135.07 4384.32 9169 288.803 574.776 820.199 8.74201 45.5782 -35.0183 5000 10000 12500
10.405 3135.36 4384.9 9169.82 288.811 574.821 820.164 8.7411 45.5833 -35.0257 5000 10000 12500
10.406 3135.65 4385.47 9170.64 288.82 574.867 820.129 8.74019 45.5884 -35.0331 5000 10000 12500
10.407 3135.94 4386.05 9171.46 288.829 574.913 820.094 8.73928 45.5935 -35.0404 5000 10000 12500
10.408 3136.23 4386.62 9172.28 288.838 574.958 820.058 8.73837 45.5986 -35.0478 5000 10000 12500
10.409 3136.52 4387.2 9173.1 288.846 575.004 820.023 8.73746 45.6037 -35.0552 5000 10000 12500
10.41 3136.8 4387.77 9173.92 288.855 575.049 819.988 8.73654 45.6088 -35.0626 5000 10000 12500
10.411 3137.09 4388.35 9174.74 288.864 575.095 819.953 8.73563 45.6139 -35.07 5000 10000 12500
10.412 3137.38 4388.92 9175.56 288.873 575.141 819.918 8.73472 45.619 -35.0773 5000 10000 12500
10.413 3137.67 4389.5 9176.38 288.881 575.186 819.883 8.7338 45.6241 -35.0847 5000 10000 12500
10.414 3137.96 4390.07 9177.2 288.89 575.232 819.848 8.73289 45.6292 -35.0921 5000 10000 12500
10.415 3138.25 4390.65 9178.02 288.899 575.277 819.813 8.73197 45.6343 -35.0995 5000 10000 12500
10.416 3138.54 4391.22 9178.84 288.908 575.323 819.778 8.73106 45.6394 -35.1069 5000 10000 12500
10.417 3138.83 4391.8 9179.65 288.916 575.369 819.743 8.73014 45.6445 -35.1143 5000 10000 12500
10.418 3139.12 4392.37 9180.47 288.925 575.414 819.708 8.72922 45.6496 -35.1217 5000 10000 12500
10.419 3139.4 4392.95 9181.29 288.934 575.46 819.673 8.72831 45.6547 -35.1291 5000 10000 12500
10.42 3139.69 4393.52 9182.11 288.942 575.506 819.637 8.72739 45.6598 -35.1365 5000 10000 12500
10.421 3139.98 4394.1 9182.93 288.951 575.551 819.602 8.72647 45.665 -35.1439 5000 10000 12500
10.422 3140.27 4394.68 9183.75 288.96 575.597 819.567 8.72555 45.6701 -35.1513 5000 10000 12500
10.423 3140.56 4395.25 9184.57 288.969 575.643 819.532 8.72463 45.6752 -35.1588 5000 10000 12500
10.424 3140.85 4395.83 9185.39 288.977 575.688 819.497 8.72371 45.6803 -35.1662 5000 10000 12500
10.425 3141.14 4396.4 9186.21 288.986 575.734 819.462 8.72279 45.6854 -35.1736 5000 10000 12500
10.426 3141.43 4396.98 9187.03 288.995 575.78 819.426 8.72187 45.6905 -35.181 5000 10000 12500
10.427 3141.72 4397.55 9187.85 289.003 575.825 819.391 8.72095 45.6956 -35.1884 5000 10000 12500
10.428 3142.01 4398.13 9188.67 289.012 575.871 819.356 8.72003 45.7008 -35.1959 5000 10000 12500
10.429 3142.29 4398.71 9189.49 289.021 575.917 819.321 8.71911 45.7059 -35.2033 5000 10000 12500
10.43 3142.58 4399.28 9190.31 289.03 575.963 819.286 8.71818 45.711 -35.2107 5000 10000 12500
10.431 3142.87 4399.86 9191.13 289.038 576.008 819.25 8.71726 45.7161 -35.2182 5000 10000 12500
10.432 3143.16 4400.43 9191.95 289.047 576.054 819.215 8.71634 45.7212 -35.2256 5000 10000 12500
10.433 3143.45 4401.01 9192.77 289.056 576.1 819.18 8.71541 45.7264 -35.233 5000 10000 12500
10.434 3143.74 4401.59 9193.59 289.065 576.145 819.145 8.71449 45.7315 -35.2405 5000 10000 12500
10.435 3144.03 4402.16 9194.4 289.073 576.191 819.109 8.71356 45.7366 -35.2479 5000 10000 12500
10.436 3144.32 4402.74 9195.22 289.082 576.237 819.074 8.71264 45.7417 -35.2554 5000 10000 12500
10.437 3144.61 4403.32 9196.04 289.091 576.283 819.039 8.71171 45.7469 -35.2628 5000 10000 12500
10.438 3144.9 4403.89 9196.86 289.099 576.328 819.004 8.71079 45.752 -35.2702 5000 10000 12500
10.439 3145.19 4404.47 9197.68 289.108 576.374 818.968 8.70986 45.7571 -35.2777 5000 10000 12500
10.44 3145.47 4405.04 9198.5 289.117 576.42 818.933 8.70893 45.7623 -35.2852 5000 10000 12500
10.441 3145.76 4405.62 9199.32 289.125 576.466 818.898 8.708 45.7674 -35.2926 5000 10000 12500
10.442 3146.05 4406.2 9200.14 289.134 576.511 818.863 8.70708 45.7725 -35.3001 5000 10000 12500
10.443 3146.34 4406.77 9200.96 289.143 576.557 818.827 8.70615 45.7777 -35.3075 5000 10000 12500
10.444 3146.63 4407.35 9201.78 289.152 576.603 818.792 8.70522 45.7828 -35.315 5000 10000 12500
10.445 3146.92 4407.93 9202.59 289.16 576.649 818.757 8.70429 45.7879 -35.3225 5000 10000 12500
10.446 3147.21 4408.5 9203.41 289.169 576.695 818.721 8.70336 45.7931 -35.3299 5000 10000 12500
10.447 3147.5 4409.08 9204.23 289.178 576.74 818.686 8.70243 45.7982 -35.3374 5000 10000 12500
10.448 3147.79 4409.66 9205.05 289.186 576.786 818.651 8.7015 45.8034 -35.3449 5000 10000 12500
10.449 3148.08 4410.23 9205.87 289.195 576.832 818.615 8.70056 45.8085 -35.3524 5000 10000 12500
10.45 3148.37 4410.81 9206.69 289.204 576.878 818.58 8.69963 45.8137 -35.3598 5000 10000 12500
10.451 3148.66 4411.39 9207.51 289.213 576.924 818.545 8.6987 45.8188 -35.3673 5000 10000 12500
10.452 3148.94 4411.96 9208.32 289.221 576.969 818.509 8.69777 45.8239 -35.3748 5000 10000 12500
10.453 3149.23 4412.54 9209.14 289.23 577.015 818.474 8.69683 45.8291 -35.3823 5000 10000 12500
10.454 3149.52 4413.12 9209.96 289.239 577.061 818.438 8.6959 45.8342 -35.3898 5000 10000 12500
10.455 3149.81 4413.7 9210.78 289.247 577.107 818.403 8.69496 45.8394 -35.3973 5000 10000 12500
10.456 3150.1 4414.27 9211.6 289.256 577.153 818.368 8.69403 45.8445 -35.4048 5000 10000 12500
10.457 3150.39 4414.85 9212.42 289.265 577.199 818.332 8.69309 45.8497 -35.4122 5000 10000 12500
10.458 3150.68 4415.43 9213.23 289.273 577.244 818.297 8.69216 45.8548 -35.4197 5000 10000 12500
10.459 3150.97 4416 9214.05 289.282 577.29 818.261 8.69122 45.86 -35.4272 5000 10000 12500
10.46 3151.26 4416.58 9214.87 289.291 577.336 818.226 8.69028 45.8651 -35.4347 5000 10000 12500
10.461 3151.55 4417.16 9215.69 289.299 577.382 818.191 8.68934 45.8703 -35.4423 5000 10000 12500
10.462 3151.84 4417.74 9216.51 289.308 577.428 818.155 8.68841 45.8755 -35.4498 5000 10000 12500
10.463 3152.13 4418.31 9217.33 289.317 577.474 818.12 8.68747 45.8806 -35.4573 5000 10000 12500
10.464 3152.42 4418.89 9218.14 289.326 577.52 818.084 8.68653 45.8858 -35.4648 5000 10000 12500
10.465 3152.71 4419.47 9218.96 289.334 577.566 818.049 8.68559 45.8909 -35.4723 5000 10000 12500
10.466 3152.99 4420.05 9219.78 289.343 577.612 818.013 8.68465 45.8961 -35.4798 5000 10000 12500
10.467 3153.28 4420.62 9220.6 289.352 577.657 817.978 8.68371 45.9013 -35.4873 5000 10000 12500
10.468 3153.57 4421.2 9221.42 289.36 577.703 817.942 8.68277 45.9064 -35.4949 5000 10000 12500
10.469 3153.86 4421.78 9222.23 289.369 577.749 817.907 8.68182 45.9116 -35.5024 5000 10000 12500
10.47 3154.15 4422.36 9223.05 289.378 577.795 817.871 8.68088 45.9168 -35.5099 5000 10000 12500
10.471 3154.44 4422.94 9223.87 289.386 577.841 817.836 8.67994 45.9219 -35.5174 5000 10000 12500
