TOF EAST NORTH UP EAST_V NORTH_V UP_V EAST_A NORTH_A UP_A tgtE tgtN tgtU
15.637 4632.71 8450.19 12228.2 246.383 987.292 225.943 -17.6288 26.6473 -97.2157 5000 10000 12500
15.638 4632.96 8451.18 12228.4 246.365 987.319 225.846 -17.6199 26.6207 -97.1558 5000 10000 12500
15.639 4633.2 8452.16 12228.6 246.348 987.345 225.748 -17.611 26.5942 -97.0959 5000 10000 12500
15.64 4633.45 8453.15 12228.9 246.33 987.372 225.651 -17.6021 26.5678 -97.036 5000 10000 12500
15.641 4633.69 8454.14 12229.1 246.313 987.398 225.554 -17.5932 26.5413 -96.9761 5000 10000 12500
15.642 4633.94 8455.13 12229.3 246.295 987.425 225.457 -17.5843 26.5148 -96.9162 5000 10000 12500
15.643 4634.19 8456.11 12229.5 246.277 987.451 225.361 -17.5754 26.4884 -96.8562 5000 10000 12500
15.644 4634.43 8457.1 12229.8 246.26 987.478 225.264 -17.5665 26.462 -96.7963 5000 10000 12500
15.645 4634.68 8458.09 12230 246.242 987.504 225.167 -17.5576 26.4356 -96.7364 5000 10000 12500
15.646 4634.93 8459.08 12230.2 246.225 987.531 225.07 -17.5487 26.4092 -96.6764 5000 10000 12500
15.647 4635.17 8460.06 12230.4 246.207 987.557 224.974 -17.5397 26.3828 -96.6165 5000 10000 12500
15.648 4635.42 8461.05 12230.7 246.19 987.583 224.877 -17.5308 26.3565 -96.5565 5000 10000 12500
15.649 4635.66 8462.04 12230.9 246.172 987.61 224.78 -17.5219 26.3302 -96.4965 5000 10000 12500
15.65 4635.91 8463.03 12231.1 246.155 987.636 224.684 -17.5129 26.3039 -96.4365 5000 10000 12500
15.651 4636.16 8464.01 12231.3 246.137 987.662 224.588 -17.504 26.2776 -96.3766 5000 10000 12500
15.652 4636.4 8465 12231.6 246.12 987.689 224.491 -17.495 26.2513 -96.3166 5000 10000 12500
15.653 4636.65 8465.99 12231.8 246.102 987.715 224.395 -17.4861 26.225 -96.2566 5000 10000 12500
15.654 4636.9 8466.98 12232 246.085 987.741 224.299 -17.4771 26.1988 -96.1966 5000 10000 12500
15.655 4637.14 8467.97 12232.2 246.067 987.767 224.203 -17.4681 26.1726 -96.1365 5000 10000 12500
15.656 4637.39 8468.95 12232.5 246.05 987.793 224.106 -17.4592 26.1464 -96.0765 5000 10000 12500
15.657 4637.63 8469.94 12232.7 246.032 987.82 224.01 -17.4502 26.1202 -96.0165 5000 10000 12500
15.658 4637.88 8470.93 12232.9 246.015 987.846 223.914 -17.4412 26.094 -95.9565 5000 10000 12500
15.659 4638.13 8471.92 12233.1 245.997 987.872 223.819 -17.4322 26.0678 -95.8964 5000 10000 12500
15.66 4638.37 8472.9 12233.4 245.98 987.898 223.723 -17.4232 26.0417 -95.8364 5000 10000 12500
15.661 4638.62 8473.89 12233.6 245.963 987.924 223.627 -17.4142 26.0156 -95.7763 5000 10000 12500
15.662 4638.86 8474.88 12233.8 245.945 987.95 223.531 -17.4052 25.9895 -95.7162 5000 10000 12500
15.663 4639.11 8475.87 12234 245.928 987.976 223.435 -17.3962 25.9634 -95.6562 5000 10000 12500
15.664 4639.36 8476.86 12234.2 245.91 988.002 223.34 -17.3872 25.9373 -95.5961 5000 10000 12500
15.665 4639.6 8477.84 12234.5 245.893 988.028 223.244 -17.3782 25.9113 -95.536 5000 10000 12500
15.666 4639.85 8478.83 12234.7 245.876 988.054 223.149 -17.3691 25.8852 -95.4759 5000 10000 12500
15.667 4640.09 8479.82 12234.9 245.858 988.079 223.053 -17.3601 25.8592 -95.4158 5000 10000 12500
15.668 4640.34 8480.81 12235.1 245.841 988.105 222.958 -17.3511 25.8332 -95.3557 5000 10000 12500
15.669 4640.58 8481.8 12235.4 245.824 988.131 222.863 -17.342 25.8072 -95.2956 5000 10000 12500
15.67 4640.83 8482.78 12235.6 245.806 988.157 222.767 -17.333 25.7812 -95.2355 5000 10000 12500
15.671 4641.08 8483.77 12235.8 245.789 988.183 222.672 -17.324 25.7553 -95.1754 5000 10000 12500
15.672 4641.32 8484.76 12236 245.772 988.208 222.577 -17.3149 25.7294 -95.1152 5000 10000 12500
15.673 4641.57 8485.75 12236.3 245.754 988.234 222.482 -17.3058 25.7034 -95.0551 5000 10000 12500
15.674 4641.81 8486.74 12236.5 245.737 988.26 222.387 -17.2968 25.6775 -94.995 5000 10000 12500
15.675 4642.06 8487.73 12236.7 245.72 988.285 222.292 -17.2877 25.6517 -94.9348 5000 10000 12500
15.676 4642.3 8488.71 12236.9 245.702 988.311 222.197 -17.2786 25.6258 -94.8747 5000 10000 12500
15.677 4642.55 8489.7 12237.1 245.685 988.337 222.102 -17.2696 25.6 -94.8145 5000 10000 12500
15.678 4642.8 8490.69 12237.4 245.668 988.362 222.007 -17.2605 25.5741 -94.7543 5000 10000 12500
15.679 4643.04 8491.68 12237.6 245.651 988.388 221.913 -17.2514 25.5483 -94.6941 5000 10000 12500
15.68 4643.29 8492.67 12237.8 245.633 988.413 221.818 -17.2423 25.5225 -94.634 5000 10000 12500
15.681 4643.53 8493.66 12238 245.616 988.439 221.723 -17.2332 25.4967 -94.5738 5000 10000 12500
15.682 4643.78 8494.64 12238.3 245.599 988.464 221.629 -17.2241 25.471 -94.5136 5000 10000 12500
15.683 4644.02 8495.63 12238.5 245.582 988.49 221.534 -17.215 25.4452 -94.4534 5000 10000 12500
15.684 4644.27 8496.62 12238.7 245.564 988.515 221.44 -17.2059 25.4195 -94.3931 5000 10000 12500
15.685 4644.52 8497.61 12238.9 245.547 988.541 221.346 -17.1968 25.3938 -94.3329 5000 10000 12500
15.686 4644.76 8498.6 12239.1 245.53 988.566 221.251 -17.1876 25.3681 -94.2727 5000 10000 12500
15.687 4645.01 8499.59 12239.4 245.513 988.591 221.157 -17.1785 25.3424 -94.2125 5000 10000 12500
15.688 4645.25 8500.58 12239.6 245.496 988.617 221.063 -17.1694 25.3167 -94.1522 5000 10000 12500
15.689 4645.5 8501.56 12239.8 245.479 988.642 220.969 -17.1602 25.2911 -94.092 5000 10000 12500
15.69 4645.74 8502.55 12240 245.461 988.667 220.875 -17.1511 25.2655 -94.0317 5000 10000 12500
15.691 4645.99 8503.54 12240.2 245.444 988.693 220.781 -17.1419 25.2399 -93.9715 5000 10000 12500
15.692 4646.23 8504.53 12240.5 245.427 988.718 220.687 -17.1328 25.2143 -93.9112 5000 10000 12500
15.693 4646.48 8505.52 12240.7 245.41 988.743 220.593 -17.1236 25.1887 -93.8509 5000 10000 12500
15.694 4646.72 8506.51 12240.9 245.393 988.768 220.499 -17.1145 25.1631 -93.7907 5000 10000 12500
15.695 4646.97 8507.5 12241.1 245.376 988.793 220.405 -17.1053 25.1376 -93.7304 5000 10000 12500
15.696 4647.22 8508.49 12241.3 245.359 988.818 220.312 -17.0961 25.1121 -93.6701 5000 10000 12500
15.697 4647.46 8509.47 12241.6 245.342 988.844 220.218 -17.087 25.0866 -93.6098 5000 10000 12500
15.698 4647.71 8510.46 12241.8 245.324 988.869 220.124 -17.0778 25.0611 -93.5495 5000 10000 12500
15.699 4647.95 8511.45 12242 245.307 988.894 220.031 -17.0686 25.0356 -93.4892 5000 10000 12500
15.7 4648.2 8512.44 12242.2 245.29 988.919 219.937 -17.0594 25.0101 -93.4289 5000 10000 12500
15.701 4648.44 8513.43 12242.4 245.273 988.944 219.844 -17.0502 24.9847 -93.3685 5000 10000 12500
15.702 4648.69 8514.42 12242.7 245.256 988.969 219.751 -17.041 24.9593 -93.3082 5000 10000 12500
15.703 4648.93 8515.41 12242.9 245.239 988.994 219.657 -17.0318 24.9339 -93.2479 5000 10000 12500
15.704 4649.18 8516.4 12243.1 245.222 989.019 219.564 -17.0226 24.9085 -93.1875 5000 10000 12500
15.705 4649.42 8517.39 12243.3 245.205 989.043 219.471 -17.0134 24.8831 -93.1272 5000 10000 12500
15.706 4649.67 8518.38 12243.5 245.188 989.068 219.378 -17.0042 24.8578 -93.0668 5000 10000 12500
15.707 4649.91 8519.36 12243.8 245.171 989.093 219.285 -16.9949 24.8324 -93.0065 5000 10000 12500
15.708 4650.16 8520.35 12244 245.154 989.118 219.192 -16.9857 24.8071 -92.9461 5000 10000 12500
15.709 4650.4 8521.34 12244.2 245.137 989.143 219.099 -16.9765 24.7818 -92.8857 5000 10000 12500
15.71 4650.65 8522.33 12244.4 245.12 989.168 219.006 -16.9672 24.7565 -92.8253 5000 10000 12500
15.711 4650.89 8523.32 12244.6 245.103 989.192 218.913 -16.958 24.7312 -92.7649 5000 10000 12500
15.712 4651.14 8524.31 12244.9 245.086 989.217 218.821 -16.9487 24.706 -92.7045 5000 10000 12500
15.713 4651.38 8525.3 12245.1 245.069 989.242 218.728 -16.9395 24.6807 -92.6441 5000 10000 12500
15.714 4651.63 8526.29 12245.3 245.052 989.266 218.635 -16.9302 24.6555 -92.5837 5000 10000 12500
15.715 4651.87 8527.28 12245.5 245.035 989.291 218.543 -16.921 24.6303 -92.5233 5000 10000 12500
15.716 4652.12 8528.27 12245.7 245.019 989.316 218.45 -16.9117 24.6051 -92.4629 5000 10000 12500
15.717 4652.36 8529.26 12246 245.002 989.34 218.358 -16.9024 24.5799 -92.4025 5000 10000 12500
15.718 4652.61 8530.25 12246.2 244.985 989.365 218.265 -16.8931 24.5548 -92.342 5000 10000 12500
15.719 4652.85 8531.24 12246.4 244.968 989.389 218.173 -16.8839 24.5296 -92.2816 5000 10000 12500
15.72 4653.1 8532.22 12246.6 244.951 989.414 218.081 -16.8746 24.5045 -92.2212 5000 10000 12500
15.721 4653.34 8533.21 12246.8 244.934 989.438 217.989 -16.8653 24.4794 -92.1607 5000 10000 12500
15.722 4653.59 8534.2 12247 244.917 989.463 217.896 -16.856 24.4543 -92.1002 5000 10000 12500
15.723 4653.83 8535.19 12247.3 244.9 989.487 217.804 -16.8467 24.4292 -92.0398 5000 10000 12500
15.724 4654.08 8536.18 12247.5 244.884 989.512 217.712 -16.8374 24.4042 -91.9793 5000 10000 12500
15.725 4654.32 8537.17 12247.7 244.867 989.536 217.62 -16.8281 24.3792 -91.9188 5000 10000 12500
15.726 4654.57 8538.16 12247.9 244.85 989.56 217.529 -16.8188 24.3541 -91.8583 5000 10000 12500
15.727 4654.81 8539.15 12248.1 244.833 989.585 217.437 -16.8094 24.3291 -91.7979 5000 10000 12500
15.728 4655.06 8540.14 12248.3 244.816 989.609 217.345 -16.8001 24.3041 -91.7374 5000 10000 12500
15.729 4655.3 8541.13 12248.6 244.799 989.633 217.253 -16.7908 24.2792 -91.6769 5000 10000 12500
15.73 4655.55 8542.12 12248.8 244.783 989.658 217.162 -16.7815 24.2542 -91.6163 5000 10000 12500
15.731 4655.79 8543.11 12249 244.766 989.682 217.07 -16.7721 24.2293 -91.5558 5000 10000 12500
15.732 4656.04 8544.1 12249.2 244.749 989.706 216.979 -16.7628 24.2043 -91.4953 5000 10000 12500
15.733 4656.28 8545.09 12249.4 244.732 989.73 216.887 -16.7534 24.1794 -91.4348 5000 10000 12500
15.734 4656.53 8546.08 12249.6 244.716 989.754 216.796 -16.7441 24.1545 -91.3742 5000 10000 12500
15.735 4656.77 8547.07 12249.9 244.699 989.779 216.704 -16.7347 24.1297 -91.3137 5000 10000 12500
15.736 4657.02 8548.06 12250.1 244.682 989.803 216.613 -16.7254 24.1048 -91.2532 5000 10000 12500
15.737 4657.26 8549.05 12250.3 244.665 989.827 216.522 -16.716 24.08 -91.1926 5000 10000 12500
15.738 4657.51 8550.04 12250.5 244.649 989.851 216.431 -16.7066 24.0552 -91.132 5000 10000 12500
15.739 4657.75 8551.03 12250.7 244.632 989.875 216.34 -16.6972 24.0303 -91.0715 5000 10000 12500
15.74 4657.99 8552.02 12250.9 244.615 989.899 216.248 -16.6879 24.0056 -91.0109 5000 10000 12500
15.741 4658.24 8553.01 12251.2 244.599 989.923 216.158 -16.6785 23.9808 -90.9503 5000 10000 12500
15.742 4658.48 8554 12251.4 244.582 989.947 216.067 -16.6691 23.956 -90.8897 5000 10000 12500
15.743 4658.73 8554.99 12251.6 244.565 989.971 215.976 -16.6597 23.9313 -90.8292 5000 10000 12500
15.744 4658.97 8555.98 12251.8 244.549 989.995 215.885 -16.6503 23.9066 -90.7686 5000 10000 12500
15.745 4659.22 8556.97 12252 244.532 990.019 215.794 -16.6409 23.8819 -90.708 5000 10000 12500
15.746 4659.46 8557.96 12252.2 244.515 990.043 215.704 -16.6315 23.8572 -90.6473 5000 10000 12500
15.747 4659.71 8558.95 12252.5 244.499 990.066 215.613 -16.6221 23.8325 -90.5867 5000 10000 12500
15.748 4659.95 8559.94 12252.7 244.482 990.09 215.522 -16.6126 23.8078 -90.5261 5000 10000 12500
15.749 4660.2 8560.93 12252.9 244.466 990.114 215.432 -16.6032 23.7832 -90.4655 5000 10000 12500
15.75 4660.44 8561.92 12253.1 244.449 990.138 215.341 -16.5938 23.7586 -90.4049 5000 10000 12500
15.751 4660.68 8562.91 12253.3 244.432 990.162 215.251 -16.5844 23.7339 -90.3442 5000 10000 12500
15.752 4660.93 8563.9 12253.5 244.416 990.185 215.161 -16.5749 23.7094 -90.2836 5000 10000 12500
15.753 4661.17 8564.89 12253.8 244.399 990.209 215.07 -16.5655 23.6848 -90.2229 5000 10000 12500
15.754 4661.42 8565.88 12254 244.383 990.233 214.98 -16.556 23.6602 -90.1623 5000 10000 12500
15.755 4661.66 8566.87 12254.2 244.366 990.256 214.89 -16.5466 23.6357 -90.1016 5000 10000 12500
15.756 4661.91 8567.86 12254.4 244.35 990.28 214.8 -16.5371 23.6111 -90.0409 5000 10000 12500
15.757 4662.15 8568.85 12254.6 244.333 990.303 214.71 -16.5277 23.5866 -89.9803 5000 10000 12500
15.758 4662.4 8569.84 12254.8 244.316 990.327 214.62 -16.5182 23.5621 -89.9196 5000 10000 12500
15.759 4662.64 8570.83 12255 244.3 990.351 214.53 -16.5087 23.5377 -89.8589 5000 10000 12500
15.76 4662.88 8571.82 12255.3 244.283 990.374 214.44 -16.4993 23.5132 -89.7982 5000 10000 12500
15.761 4663.13 8572.81 12255.5 244.267 990.398 214.351 -16.4898 23.4887 -89.7375 5000 10000 12500
15.762 4663.37 8573.8 12255.7 244.25 990.421 214.261 -16.4803 23.4643 -89.6768 5000 10000 12500
15.763 4663.62 8574.79 12255.9 244.234 990.445 214.171 -16.4708 23.4399 -89.6161 5000 10000 12500
15.764 4663.86 8575.78 12256.1 244.218 990.468 214.082 -16.4613 23.4155 -89.5554 5000 10000 12500
15.765 4664.1 8576.77 12256.3 244.201 990.491 213.992 -16.4518 23.3911 -89.4946 5000 10000 12500
15.766 4664.35 8577.76 12256.5 244.185 990.515 213.903 -16.4423 23.3668 -89.4339 5000 10000 12500
15.767 4664.59 8578.75 12256.8 244.168 990.538 213.813 -16.4328 23.3424 -89.3732 5000 10000 12500
15.768 4664.84 8579.74 12257 244.152 990.561 213.724 -16.4233 23.3181 -89.3124 5000 10000 12500
15.769 4665.08 8580.73 12257.2 244.135 990.585 213.635 -16.4138 23.2938 -89.2517 5000 10000 12500
15.77 4665.33 8581.73 12257.4 244.119 990.608 213.545 -16.4043 23.2695 -89.1909 5000 10000 12500
15.771 4665.57 8582.72 12257.6 244.103 990.631 213.456 -16.3948 23.2452 -89.1302 5000 10000 12500
15.772 4665.81 8583.71 12257.8 244.086 990.655 213.367 -16.3852 23.2209 -89.0694 5000 10000 12500
15.773 4666.06 8584.7 12258 244.07 990.678 213.278 -16.3757 23.1967 -89.0086 5000 10000 12500
15.774 4666.3 8585.69 12258.2 244.053 990.701 213.189 -16.3662 23.1724 -88.9479 5000 10000 12500
15.775 4666.55 8586.68 12258.5 244.037 990.724 213.1 -16.3566 23.1482 -88.8871 5000 10000 12500
15.776 4666.79 8587.67 12258.7 244.021 990.747 213.011 -16.3471 23.124 -88.8263 5000 10000 12500
15.777 4667.03 8588.66 12258.9 244.004 990.77 212.923 -16.3375 23.0998 -88.7655 5000 10000 12500
15.778 4667.28 8589.65 12259.1 243.988 990.793 212.834 -16.328 23.0756 -88.7047 5000 10000 12500
15.779 4667.52 8590.64 12259.3 243.972 990.816 212.745 -16.3184 23.0515 -88.6439 5000 10000 12500
15.78 4667.77 8591.63 12259.5 243.955 990.84 212.657 -16.3088 23.0273 -88.5831 5000 10000 12500
15.781 4668.01 8592.62 12259.7 243.939 990.863 212.568 -16.2993 23.0032 -88.5223 5000 10000 12500
15.782 4668.25 8593.61 12260 243.923 990.886 212.48 -16.2897 22.9791 -88.4615 5000 10000 12500
15.783 4668.5 8594.61 12260.2 243.906 990.908 212.391 -16.2801 22.955 -88.4006 5000 10000 12500
15.784 4668.74 8595.6 12260.4 243.89 990.931 212.303 -16.2705 22.931 -88.3398 5000 10000 12500
15.785 4668.99 8596.59 12260.6 243.874 990.954 212.214 -16.2609 22.9069 -88.279 5000 10000 12500
15.786 4669.23 8597.58 12260.8 243.858 990.977 212.126 -16.2513 22.8829 -88.2181 5000 10000 12500
15.787 4669.47 8598.57 12261 243.841 991 212.038 -16.2418 22.8588 -88.1573 5000 10000 12500
15.788 4669.72 8599.56 12261.2 243.825 991.023 211.95 -16.2322 22.8348 -88.0964 5000 10000 12500
15.789 4669.96 8600.55 12261.4 243.809 991.046 211.862 -16.2225 22.8108 -88.0355 5000 10000 12500
15.79 4670.2 8601.54 12261.6 243.793 991.069 211.774 -16.2129 22.7868 -87.9747 5000 10000 12500
15.791 4670.45 8602.53 12261.9 243.777 991.091 211.686 -16.2033 22.7629 -87.9138 5000 10000 12500
15.792 4670.69 8603.52 12262.1 243.76 991.114 211.598 -16.1937 22.7389 -87.8529 5000 10000 12500
15.793 4670.94 8604.52 12262.3 243.744 991.137 211.51 -16.1841 22.715 -87.792 5000 10000 12500
15.794 4671.18 8605.51 12262.5 243.728 991.16 211.422 -16.1745 22.6911 -87.7311 5000 10000 12500
15.795 4671.42 8606.5 12262.7 243.712 991.182 211.335 -16.1648 22.6672 -87.6702 5000 10000 12500
15.796 4671.67 8607.49 12262.9 243.696 991.205 211.247 -16.1552 22.6433 -87.6093 5000 10000 12500
15.797 4671.91 8608.48 12263.1 243.68 991.228 211.159 -16.1455 22.6194 -87.5484 5000 10000 12500
15.798 4672.15 8609.47 12263.3 243.663 991.25 211.072 -16.1359 22.5956 -87.4875 5000 10000 12500
15.799 4672.4 8610.46 12263.6 243.647 991.273 210.984 -16.1262 22.5718 -87.4266 5000 10000 12500
15.8 4672.64 8611.45 12263.8 243.631 991.295 210.897 -16.1166 22.5479 -87.3657 5000 10000 12500
15.801 4672.89 8612.45 12264 243.615 991.318 210.81 -16.1069 22.5241 -87.3047 5000 10000 12500
15.802 4673.13 8613.44 12264.2 243.599 991.34 210.722 -16.0973 22.5004 -87.2438 5000 10000 12500
15.803 4673.37 8614.43 12264.4 243.583 991.363 210.635 -16.0876 22.4766 -87.1829 5000 10000 12500
15.804 4673.62 8615.42 12264.6 243.567 991.385 210.548 -16.0779 22.4528 -87.1219 5000 10000 12500
15.805 4673.86 8616.41 12264.8 243.551 991.408 210.461 -16.0683 22.4291 -87.061 5000 10000 12500
15.806 4674.1 8617.4 12265 243.535 991.43 210.374 -16.0586 22.4054 -87 5000 10000 12500
15.807 4674.35 8618.39 12265.2 243.519 991.453 210.287 -16.0489 22.3817 -86.939 5000 10000 12500
15.808 4674.59 8619.38 12265.4 243.502 991.475 210.2 -16.0392 22.358 -86.8781 5000 10000 12500
15.809 4674.83 8620.38 12265.7 243.486 991.497 210.113 -16.0295 22.3343 -86.8171 5000 10000 12500
15.81 4675.08 8621.37 12265.9 243.47 991.52 210.026 -16.0198 22.3106 -86.7561 5000 10000 12500
15.811 4675.32 8622.36 12266.1 243.454 991.542 209.94 -16.0101 22.287 -86.6951 5000 10000 12500
15.812 4675.56 8623.35 12266.3 243.438 991.564 209.853 -16.0004 22.2634 -86.6341 5000 10000 12500
15.813 4675.81 8624.34 12266.5 243.422 991.586 209.766 -15.9907 22.2397 -86.5731 5000 10000 12500
15.814 4676.05 8625.33 12266.7 243.406 991.609 209.68 -15.981 22.2162 -86.5121 5000 10000 12500
15.815 4676.29 8626.33 12266.9 243.39 991.631 209.593 -15.9712 22.1926 -86.4511 5000 10000 12500
15.816 4676.54 8627.32 12267.1 243.374 991.653 209.507 -15.9615 22.169 -86.3901 5000 10000 12500
15.817 4676.78 8628.31 12267.3 243.359 991.675 209.421 -15.9518 22.1455 -86.3291 5000 10000 12500
15.818 4677.02 8629.3 12267.5 243.343 991.697 209.334 -15.9421 22.1219 -86.2681 5000 10000 12500
15.819 4677.27 8630.29 12267.8 243.327 991.719 209.248 -15.9323 22.0984 -86.207 5000 10000 12500
15.82 4677.51 8631.28 12268 243.311 991.741 209.162 -15.9226 22.0749 -86.146 5000 10000 12500
15.821 4677.75 8632.28 12268.2 243.295 991.764 209.076 -15.9128 22.0514 -86.0849 5000 10000 12500
15.822 4678 8633.27 12268.4 243.279 991.786 208.99 -15.9031 22.0279 -86.0239 5000 10000 12500
15.823 4678.24 8634.26 12268.6 243.263 991.808 208.904 -15.8933 22.0045 -85.9628 5000 10000 12500
15.824 4678.48 8635.25 12268.8 243.247 991.83 208.818 -15.8836 21.9811 -85.9018 5000 10000 12500
15.825 4678.73 8636.24 12269 243.231 991.852 208.732 -15.8738 21.9576 -85.8407 5000 10000 12500
15.826 4678.97 8637.24 12269.2 243.215 991.874 208.646 -15.864 21.9342 -85.7797 5000 10000 12500
15.827 4679.21 8638.23 12269.4 243.2 991.895 208.56 -15.8543 21.9108 -85.7186 5000 10000 12500
15.828 4679.46 8639.22 12269.6 243.184 991.917 208.475 -15.8445 21.8875 -85.6575 5000 10000 12500
15.829 4679.7 8640.21 12269.8 243.168 991.939 208.389 -15.8347 21.8641 -85.5964 5000 10000 12500
15.83 4679.94 8641.2 12270 243.152 991.961 208.304 -15.8249 21.8407 -85.5353 5000 10000 12500
15.831 4680.19 8642.19 12270.3 243.136 991.983 208.218 -15.8151 21.8174 -85.4742 5000 10000 12500
15.832 4680.43 8643.19 12270.5 243.12 992.005 208.133 -15.8053 21.7941 -85.4131 5000 10000 12500
15.833 4680.67 8644.18 12270.7 243.105 992.026 208.047 -15.7955 21.7708 -85.352 5000 10000 12500
15.834 4680.92 8645.17 12270.9 243.089 992.048 207.962 -15.7857 21.7475 -85.2909 5000 10000 12500
15.835 4681.16 8646.16 12271.1 243.073 992.07 207.877 -15.7759 21.7243 -85.2298 5000 10000 12500
15.836 4681.4 8647.15 12271.3 243.057 992.092 207.791 -15.7661 21.701 -85.1687 5000 10000 12500
15.837 4681.65 8648.15 12271.5 243.041 992.113 207.706 -15.7563 21.6778 -85.1075 5000 10000 12500
15.838 4681.89 8649.14 12271.7 243.026 992.135 207.621 -15.7465 21.6545 -85.0464 5000 10000 12500
15.839 4682.13 8650.13 12271.9 243.01 992.157 207.536 -15.7366 21.6313 -84.9853 5000 10000 12500
15.84 4682.37 8651.12 12272.1 242.994 992.178 207.451 -15.7268 21.6082 -84.9241 5000 10000 12500
15.841 4682.62 8652.12 12272.3 242.979 992.2 207.366 -15.717 21.585 -84.863 5000 10000 12500
15.842 4682.86 8653.11 12272.5 242.963 992.221 207.282 -15.7071 21.5618 -84.8018 5000 10000 12500
15.843 4683.1 8654.1 12272.7 242.947 992.243 207.197 -15.6973 21.5387 -84.7406 5000 10000 12500
15.844 4683.35 8655.09 12273 242.931 992.265 207.112 -15.6875 21.5155 -84.6795 5000 10000 12500
15.845 4683.59 8656.08 12273.2 242.916 992.286 207.027 -15.6776 21.4924 -84.6183 5000 10000 12500
15.846 4683.83 8657.08 12273.4 242.9 992.308 206.943 -15.6677 21.4693 -84.5571 5000 10000 12500
15.847 4684.08 8658.07 12273.6 242.884 992.329 206.858 -15.6579 21.4463 -84.496 5000 10000 12500
15.848 4684.32 8659.06 12273.8 242.869 992.35 206.774 -15.648 21.4232 -84.4348 5000 10000 12500
15.849 4684.56 8660.05 12274 242.853 992.372 206.689 -15.6382 21.4001 -84.3736 5000 10000 12500
15.85 4684.8 8661.05 12274.2 242.837 992.393 206.605 -15.6283 21.3771 -84.3124 5000 10000 12500
15.851 4685.05 8662.04 12274.4 242.822 992.415 206.521 -15.6184 21.3541 -84.2512 5000 10000 12500
15.852 4685.29 8663.03 12274.6 242.806 992.436 206.437 -15.6085 21.3311 -84.19 5000 10000 12500
